Page ID,Page name,Disclaimer,Amount spent (TND),Number of ads in Library
141662475911566,Instance Supérieure Indépendante pour les Élections - ISIE,Instance Supérieure Indépendante pour les Élections - ISIE,1955,25
114714424845037,Fethi Khemissi,الدريدي أنور 11,≤100,1
472130523587683,Dhafer Sghiri - ظافر الصغيري,Dhafer Sghiri - ظافر الصغيري,≤100,1
101651249502316,The FIFA,These ads ran without a disclaimer,≤100,1
114117578656259,African Business,These ads ran without a disclaimer,≤100,1
101220519492,Good News from Finland,These ads ran without a disclaimer,≤100,1
316496640057,7iber,These ads ran without a disclaimer,≤100,1
114797118561022,Breda University of Applied Sciences,These ads ran without a disclaimer,≤100,1
202225953152762,Yomeanimo,These ads ran without a disclaimer,≤100,1
298861020736,فرانس 24 / FRANCE 24 Arabic,These ads ran without a disclaimer,≤100,1
565225540184937,CGTN,These ads ran without a disclaimer,≤100,1
128985777176957,Church Life Journal,These ads ran without a disclaimer,≤100,1
