Location name,Amount spent (MYR)
Johor,602
Kedah,292
Kelantan,177
Kuala Lumpur,549
Labuan,≤100
Malacca,145
Negeri Sembilan,172
Pahang,576
Penang,234
Perak,348
Perlis,≤100
Putrajaya,≤100
Sabah,362
Sarawak,420
Selangor,877
Terengganu,167
Unknown,≤100
