Page ID,Page name,Disclaimer,Amount spent (INR),Number of ads in Library
791496597580042,Miracles Academy Of Arts & Media Pvt.Ltd.,Miracles Academy Of Arts & Media Pvt.Ltd.,47176,2
108777655527686,Trinamoole Nabo Jowar,Trinamoole Nabo Jowar,36910,43
349222085840969,Youth in Politics,Indian Political Action Committee,32074,79
703726259672921,BJP Telangana,Bharatiya Janata Party (BJP),30183,48
107395897271506,Kutumb,Swatantra Verma,24823,36
243524299157863,Pushkar Singh Dhami,Pushkar Singh Dhami,21969,13
109470364774303,Ellorum Nammudan,Ellorum Nammudan,20726,36
108543274952782,,Stalinudan Tamil Nadu,20233,36
21169267101,Give,Give,18088,59
286385214770352,Hindu Sena,Hindu Sena,16885,1
112484411646368,Shell On The Road,These ads ran without a disclaimer,16858,1
411129449009589,K.C. Venugopal,K.C. Venugopal,16223,16
479998865355592,Aditya Birla Group,Aditya Birla Group,13714,7
110861872278207,Asianet Suvarna News,Asianet Suvarna News,13663,36
104211439033799,Jagane Kavali,Jagane Kavali,13166,46
327120054405346,Jagananna ki Thoduga,Jagan Anna ki Thoduga,13033,44
109545244848137,Crafto,Kutumb App,12875,16
797927846899300,Flag Foundation of India,Flag Foundation of India,12272,19
105815225595031,मोदी साथे राजस्थान,मोदी साथे राजस्थान,12109,24
132689140088396,smilefoundation,smilefoundation,11434,12
174283119250672,Bal Raksha Bharat,Bal Raksha Bharat,10770,33
270666596375251,Jhatkaa.org,Jhatkaa.org,10202,15
514874341860035,Abhishek Banerjee,AITC,10001,2
573455786084034,Dr Shrikant Eknath Shinde,Girish Chandrakantkalsulkar,10000,1
805526169610318,Shubhashray Housing India,shubhashray housing india,9611,5
102218576103904,Badlaav ki Aandhi Priyanka Gandhi,Badlaav Ki Aandhi Priyanka Gandhi,8714,28
123405501008524,Mercedes-Benz India,Mercedes-Benz India,8520,2
278423842321236,BJP Rajasthan,Bharatiya Janata Party (BJP),8345,64
388224945142881,Banglar Gorbo Mamata,Indian Political Action Committee,6841,4
1401117106783618,Bjp Chhattisgarh,Bharatiya Janata Party,6074,33
290805814352519,Aam Aadmi Party,Aam Aadmi Party,5968,6
108271655348199,Since Independence न्यूज़,Bhanu Pratap Singh,5288,3
189271178483352,Five Lotus Indo German,Five Lotus Indo German,5220,18
953600271404690,BJP Meghalaya,Bharatiya Janata Party,5136,11
131008353232245,महाराष्ट्राचा विश्वास - एकनाथ,Shinde Sahab Fans,4851,6
100549119644561,Jo Ram Ko Laye Hain Hum Unko Layenge 2024,Jo Ram Ko Laye Hain Hum Unko Layenge 2024,4730,1
103782051383159,School of Politics,School of Politics,4653,13
109213711234020,मी एकनाथ समर्थक,Shinde Sahab Fans,4544,6
466835200043903,उमेद अभियान - Maharashtra State Rural Livelihoods Mission,MASRLM,4500,3
1235786446534273,Ajeet Patil Kavhekar,Rahul Rajendra Birajdar,4294,1
114233898263244,Indian Compass Videos,theindiancompass.com,4265,87
1987488401557504,Mahathugbandhan - महाठगबंधन,Mahathugbandhan - महाठगबंधन,4221,14
109354741887336,Youth For Udhay Anna,Youth For Udhay Anna,4199,11
685881558130468,Kamal Nath,Kamal Nath,4190,11
714020055387200,DR.SHAKEEL AHMAD,DR.SHAKEEL AHMAD,4109,1
1327351450720146,Pradhan Mantri Bhartiya Janaushadhi Pariyojana,Pharmaceuticals & Medical Devices Bureau of India,4018,3
221256415973730,Ankuram IVF,Ankuram IVF,3964,8
104415139290895,मी मराठी - Me Marathi,Me Marathi,3887,5
107533905676307,,M Ramyalakshmi,3867,6
309587409080562,YSR Congress  Party - YSRCP,Jagane Kavali,3741,13
165714096933078,Piyush Goyal,Piyush Goyal,3697,2
667560657014524,Mahendra Singh Solanki,Swanit Infotech,3648,1
449378495112356,Swades Foundation,Swades Foundation,3643,9
102750822697993,M Srinivasa Reddy,M Srinivasa Reddy,3584,2
118227367824577,Garuda Aerospace Pvt Ltd,Garuda Aerospace Pvt Ltd,3557,6
108080828884036,Gehlot Phir Se,DesignBoxed,3551,32
107334185444129,Charitism Global,Charitism Global,3540,1
109076322510196,Saviour Education Abroad,Saviour Education Abroad OPC Pvt Ltd,3454,16
102805338922824,bmgfindia,These ads ran without a disclaimer,3419,1
228661333934484,Bikram Singh Majithia,Shiromani Akali Dal,3408,1
285029500623,CARE India,CARE India,3371,13
104736419210593,PACE INDIA,PACE INDIA,3346,5
296002831234834,Swapnil Kothari,Swapnil Kothari,3339,2
404746486258732,Project Nanhi Kali,Project Nanhi Kali,3308,8
746568209028564,Dr. Basu Eye Hospital,Dr. Basu Eye Hospital,3286,7
168545223213479,Omprakash Hudla,Pankaj Sharma,3262,1
150106531736299,BJP West Bengal,Bharatiya Janata Party (BJP),3167,33
