Location name,Amount spent (MYR)
Johor,533
Kedah,349
Kelantan,207
Kuala Lumpur,679
Labuan,≤100
Malacca,149
Negeri Sembilan,200
Pahang,222
Penang,291
Perak,334
Perlis,≤100
Putrajaya,≤100
Sabah,331
Sarawak,320
Selangor,1191
Terengganu,325
Unknown,≤100
