Page ID,Page name,Disclaimer,Amount spent (TND),Number of ads in Library
141662475911566,Instance Supérieure Indépendante pour les Élections - ISIE,Instance Supérieure Indépendante pour les Élections - ISIE,2009,25
101416266129939,ياسين مامي - Yassine Mami,Hammamet Informatique Services,≤100,8
472130523587683,Dhafer Sghiri - ظافر الصغيري,Dhafer Sghiri - ظافر الصغيري,≤100,1
114714424845037,Fethi Khemissi,الدريدي أنور 11,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
187461997935711,Unilever Careers,These ads ran without a disclaimer,≤100,1
224597158386607,Rosa Luxemburg Foundation,These ads ran without a disclaimer,≤100,1
102089678252706,Rotary Club for Global Action,These ads ran without a disclaimer,≤100,1
606018839433507,Future for Advanced Research & Studies - FARAS,These ads ran without a disclaimer,≤100,1
385373441546595,Patrick Blessinger,These ads ran without a disclaimer,≤100,2
109386503839531,Juliana Andrade,These ads ran without a disclaimer,≤100,2
222308671116355,International Higher Education Teaching and Learning Association,These ads ran without a disclaimer,≤100,1
119267852806564,الجزيرة بودكاست,These ads ran without a disclaimer,≤100,1
178343122212676,Deafblind International (DbI),These ads ran without a disclaimer,≤100,1
108614654229543,Im Arabic,These ads ran without a disclaimer,≤100,5
289751337801222,WeYouth Organization,These ads ran without a disclaimer,≤100,1
1557231747832291,afikra,These ads ran without a disclaimer,≤100,1
