Location name,Amount spent (PKR)
Azad Kashmir,745
Balochistan,1218
Federally Administered Tribal Areas,177
Gilgit-Baltistan,395
Islamabad Capital Territory,8897
Khyber Pakhtunkhwa,9583
Punjab,17704
Sindh,14397
Unknown,≤100
