Page ID,Page name,Disclaimer,Amount spent (HNL),Number of ads in Library
221798457888029,World Vision Honduras,ASOCIACION VISION MUNDIAL HONDURAS,2412,1
1392592317738074,Jorge Cálix,Jorge Cálix,1162,33
349524351841734,Cárlenton Dávila,Jose Carlenton Davila Mondragon,840,1
643513979193133,Unidos por Beatriz,Neuma,516,10
112333800693678,Hugo Noé Pino Diputado F.M,Daniel Andres Casula Salinas,420,1
104599735671754,Goberna Honduras,Goberna Honduras,275,6
153003381515332,Cespad - Centro de Estudio para la Democracia,Centro de Estudio para la Democracia (Cespad),110,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,≤100,2
115975217754936,Programa de Gestión Comunitaria de Cuencas-nuestra cuenca Goascorán Fase II,These ads ran without a disclaimer,≤100,1
486382251906084,Honduras El Pais,Diario El  Pais.hn,≤100,1
131857626888341,Aceprensa,These ads ran without a disclaimer,≤100,1
386252852217600,Género y Metodologías,These ads ran without a disclaimer,≤100,1
125335024157691,Promine,These ads ran without a disclaimer,≤100,1
149290745229517,Online Antisemitism Task Force,These ads ran without a disclaimer,≤100,1
123546032572,Eppendorf Group,These ads ran without a disclaimer,≤100,1
846996508759200,Actitud Femenina,These ads ran without a disclaimer,≤100,1
285530825204,Klitschko,These ads ran without a disclaimer,≤100,1
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,1
171596616293058,ROOM diseño,These ads ran without a disclaimer,≤100,1
