Location name,Amount spent (BRL)
Acre (state),545
Alagoas,1994
Amapá,880
Amazonas,3323
Bahia,6382
Ceará,6503
Espírito Santo,3314
Federal District,3752
Goiás,5883
Maranhão,3985
Mato Grosso,5051
Mato Grosso do Sul,3130
Minas Gerais,16864
Paraná,8522
Paraíba,2947
Pará,4286
Pernambuco,10758
Piauí,1766
Rio Grande do Norte,2459
Rio Grande do Sul,11133
Rio de Janeiro (state),15820
Rondônia,1287
Roraima,975
Santa Catarina,8056
Sergipe,2876
São Paulo (state),52389
Tocantins,1309
Unknown,≤100
