Location name,Amount spent (VEF)
Amazonas,250000
Anzoátegui,7249600
Apure,1204843
Aragua,9339562
Barinas,7622093
Bolívar (state),10212047
Capital District,19734660
Carabobo,13228950
Cojedes,849985
Delta Amacuro,250000
Falcón,2717045
Guárico,2084692
Lara,8979162
Miranda (state),5881988
Monagas,1500000
Mérida,3279535
Nueva Esparta,1094709
Portuguesa,2804001
Sucre,1602065
Trujillo,2500000
Táchira,11053989
Vargas,2322459
Yaracuy,2459280
Zulia,21113539
