Location name,Amount spent (MYR)
Johor,534
Kedah,514
Kelantan,660
Kuala Lumpur,1397
Labuan,≤100
Malacca,185
Negeri Sembilan,537
Pahang,246
Penang,655
Perak,386
Perlis,≤100
Putrajaya,≤100
Sabah,337
Sarawak,607
Selangor,3817
Terengganu,365
Unknown,≤100
