Location name,Amount spent (TWD)
Changhua,3470
Chiayi,709
Hsinchu,1828
Hsinchu City,4167
Hualien,1355
Kaohsiung,12679
Keelung City,2160
Kinmen,271
Lienchiang,≤100
Miaoli,1819
Nantou,1349
New Taipei City,21680
Penghu,272
Pingtung,2927
Taichung,15666
Tainan,8131
Taipei,18713
Taitung,867
Taoyuan City,13567
Unknown,1688
Yilan,1239
Yunlin,2665
