Location name,Amount spent (MYR)
Johor,1153
Kedah,461
Kelantan,301
Kuala Lumpur,1336
Labuan,≤100
Malacca,263
Negeri Sembilan,365
Pahang,576
Penang,355
Perak,619
Perlis,≤100
Putrajaya,843
Sabah,700
Sarawak,719
Selangor,2215
Terengganu,310
Unknown,≤100
