Location name,Amount spent (NOK)
Akershus,1761
Aust-Agder,322
Buskerud,758
Finnmark,197
Hedmark,498
Hordaland,1463
Møre og Romsdal,657
Nord-Trøndelag,329
Nordland,637
Oppland,480
Oslo,3758
Rogaland,1371
Sogn og Fjordane,277
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,1030
Telemark,469
Troms,547
Unknown,≤100
Vest-Agder,883
Vestfold,689
Østfold,842
