Location name,Amount spent (AUD)
Australian Capital Territory,1151
Jervis Bay Territory,≤100
New South Wales,14198
Northern Territory,608
Queensland,18580
South Australia,4108
Tasmania,1906
Unknown,≤100
Victoria,14423
Western Australia,7703
