Page ID,Page name,Disclaimer,Amount spent (COP),Number of ads in Library
75884689790,Colectivo de Abogados y Abogadas,Colectivo de Abogados,2249722,3
183025852044152,Secretaría de Desarrollo Económico,Secretaría de Desarrollo Económico,1641943,21
159514754069267,Partido Cambio Radical,Partido Cambio Radical,1629854,14
61298420594,Eugenio Prieto Soto,Eugenio Prieto Soto,1362824,26
1649204585296525,Juan David Valderrama,Juan David Valderrama,1078327,24
321582221272701,UNIMINUTO,These ads ran without a disclaimer,974077,7
115922544823271,Miyerlandi Torres A,Miyerlandi Torres A,935983,405
418155555015037,Germán Escobar Cundinamarca,Germán Escobar Cundinamarca,926189,1
438113889610097,Hosman Yaith Martínez Moreno,Hosman Yaith Martínez Moreno,893239,137
1719725724954043,Rodrigo Rojas Lara,Rodrigo Rojas Lara,865259,3
600160263515679,Tecnologías de la Información y las Comunicaciones de Cali,Tecnologías de la Información y las Comunicaciones de Cali,822369,2
108379099286148,Alcaldía Mayor de Bogotá,Alcaldía Mayor de Bogotá,792860,15
597006313643580,Gobernación del Valle del Cauca,Gobernación Valle del Cauca,784661,14
101071764864119,Dulce Veneno,Dulce Veneno,724098,3
162949777243451,Andrés Julián,Andrés Julián Rendon,682175,8
141361183156268,Juan Carlos Upegui,Juan Carlos Upegui,621030,9
415910721915879,Hector Fabio Velasco Hernandez,héctor fabio velasco hernandez,584206,12
103754197881668,Esteban Restrepo,Esteban Restrepo,555615,5
251292808253299,Canadian College,Canadian College,555196,18
286568181368830,Jhon Ortega,Jhon Ortega,494652,15
266563730155332,Juan Diego Gomez Jimenez,Get Social,484746,6
601336570076276,Rodolfo Correa,Rodolfo Correa,457312,7
1589652347763879,Aquileo Medina A,Aquileo Medina A,457015,4
53177129367,Dilian Francisca Toro Torres,Dilian Francisca Toro Torres,400000,2
105860962029722,Felipe Vélez,Medellín Vuelve a Brillar,379734,12
497475647076975,Fabian Oviedo,Fabian Oviedo,376381,17
100397975380528,Amigos de Dumek,Amigos de Dumek,373343,9
446035012834131,Tata Hernández,Tata Hernández,368424,1
299469560099835,Alcaldía de Cali,Alcaldía de Cali,358460,7
101579918024961,Johana Aranda,Johana Aranda,347815,5
123243941056130,Carlos Amaya,Carlos Andres Amaya,336521,2
112155252163421,Sebastián López V.,Sebastián López V.,297298,5
