Location name,Amount spent (VND)
An Giang Province,204338
Bà Rịa–Vũng Tàu Province,176658
Bình Dương Province,360507
Bình Phước Province,124950
Bình Thuận Province,123212
Bình Định Province,116156
Bạc Liêu Province,76324
Bắc Giang Province,249659
Bắc Kạn Province,61077
Bắc Ninh Province,195842
Bến Tre Province,69770
Cao Bằng Province,171364
Cà Mau Province,125376
Cần Thơ,83885
Da Nang,91434
Gia Lai Province,253655
Haiphong,225307
Ho Chi Minh City,1743028
Hà Giang Province,170807
Hà Nam Province,108734
Hà Tĩnh Province,138494
Hòa Bình Province,148133
Hưng Yên Province,95656
Hải Dương Province,162245
Hậu Giang Province,46384
Khánh Hòa Province,157208
Kiên Giang Province,179731
Kon Tum Province,84410
Lai Châu Province,84074
Long An Province,139110
Lào Cai Province,197971
Lâm Đồng Province,165550
Lạng Sơn Province,149117
Nam Định Province,109207
Nghệ An Province,359657
Ninh Bình Province,74413
Ninh Thuận Province,53681
Phú Thọ Province,159868
Phú Yên Province,70265
Quảng Bình Province,83603
Quảng Nam Province,135569
Quảng Ngãi Province,112184
Quảng Ninh Province,180893
Quảng Trị Province,54105
Sóc Trăng Province,79007
Sơn La Province,267196
Thanh Hóa Province,345063
Thái Bình Province,141974
Thái Nguyên Province,246626
Thừa Thiên–Huế Province,89967
Tiền Giang Province,131132
Trà Vinh Province,62003
Tuyên Quang Province,131285
Tây Ninh Province,106074
Vĩnh Long Province,82819
Vĩnh Phúc Province,209485
Yên Bái Province,172477
Điện Biên Province,175906
Đắk Lắk Province,212370
Đắk Nông Province,85848
Đồng Nai Province,343292
Đồng Tháp Province,100289
