Page ID,Page name,Disclaimer,Amount spent (UYU),Number of ads in Library
165920193432209,Intendencia de Montevideo,Intendencia de Montevideo,5179,22
225968600759645,Andrés Lima,Ernesto Dario Castro Rodriguez,379,4
2332750643467917,Yamandú Costa,José Manuel Gutiérrez Pereira Das Neves,157,1
102652064888705,REDUY.net,REDUY,131,1
1769254949995057,Agrupación Libertad,Laura Gascon,≤100,1
103988995047541,Diputada Nancy Nuñez Soler,Nancy Estela del Pilar Nuñez Soler,≤100,1
101361739432825,0.618033988749,These ads ran without a disclaimer,≤100,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
299227550122220,Radio Cina Internazionale,These ads ran without a disclaimer,≤100,2
108388131575777,Fresia Agudelo,These ads ran without a disclaimer,≤100,1
227622537655549,CGTN en Español,These ads ran without a disclaimer,≤100,1
102446855386434,xose_gabriel_vazquez,These ads ran without a disclaimer,≤100,1
108406582043684,andreazafratanaka,These ads ran without a disclaimer,≤100,1
