Location name,Amount spent (VND)
An Giang Province,11469
Bà Rịa–Vũng Tàu Province,22199
Bình Dương Province,27949
Bình Phước Province,13797
Bình Thuận Province,9523
Bình Định Province,44398
Bạc Liêu Province,6714
Bắc Giang Province,68867
Bắc Kạn Province,10791
Bắc Ninh Province,65023
Bến Tre Province,12191
Cao Bằng Province,76419
Cà Mau Province,6090
Cần Thơ,31039
Da Nang,16366
Gia Lai Province,10508
Haiphong,36340
Ho Chi Minh City,345316
Hà Giang Province,13978
Hà Nam Province,18740
Hà Tĩnh Province,17350
Hòa Bình Province,13277
Hưng Yên Province,21440
Hải Dương Province,48598
Hậu Giang Province,5967
Khánh Hòa Province,14493
Kiên Giang Province,24598
Kon Tum Province,3273
Lai Châu Province,1624
Long An Province,8674
Lào Cai Province,10371
Lâm Đồng Province,26441
Lạng Sơn Province,31459
Nam Định Province,25037
Nghệ An Province,91171
Ninh Bình Province,13584
Ninh Thuận Province,8451
Phú Thọ Province,44127
Phú Yên Province,15670
Quảng Bình Province,15088
Quảng Nam Province,15323
Quảng Ngãi Province,11314
Quảng Ninh Province,46231
Quảng Trị Province,55795
Sóc Trăng Province,6901
Sơn La Province,24876
Thanh Hóa Province,46898
Thái Bình Province,54207
Thái Nguyên Province,76256
Thừa Thiên–Huế Province,10264
Tiền Giang Province,10947
Trà Vinh Province,12101
Tuyên Quang Province,19583
Tây Ninh Province,13760
Vĩnh Long Province,6278
Vĩnh Phúc Province,18684
Yên Bái Province,17508
Điện Biên Province,8991
Đắk Lắk Province,26919
Đắk Nông Province,7180
Đồng Nai Province,48640
Đồng Tháp Province,11017
