Page ID,Page name,Disclaimer,Amount spent (UYU),Number of ads in Library
105372794744976,Intendencia de Paysandú,Intendencia Departamental de Paysandú,4379,8
165920193432209,Intendencia de Montevideo,Intendencia de Montevideo,2683,8
487382181357231,Diego Echeverría,Javier Guadalupe,1796,2
1663909410533738,Pit-Cnt - oficial,PITCNT,923,4
102337244995366,Prudencia Uruguay,Santiago Raffo Arias,527,1
409758545881921,Intendencia de Colonia,Intendencia de Colonia,504,1
225968600759645,Andrés Lima,Ernesto Dario Castro Rodriguez,426,5
308762172579887,Rodrigo Goñi Reyes,Maria Florencia Porro,267,2
102807685873350,Facundo Marziotte,AE Comunicacion Visual,186,1
118843371534548,AUTE - Agrupación UTE - Sitio Oficial,AUTE,170,1
518564558675769,Vertiente Artiguista San José,Daniel Fernando Blanco D'Oliveira,170,1
339506493370193,Richard Sander,Richard Saul Sander Darín,142,1
107680212029365,Todos Por Río Negro,Alejandro Matias Roverano Ayala,114,2
109742511433906,Intersocial Maldonado,Irene Gonçalvez Mautone,≤100,1
103988995047541,Diputada Nancy Nuñez Soler,Nancy Estela del Pilar Nuñez Soler,≤100,1
455756068320371,Litefilos,These ads ran without a disclaimer,≤100,1
1039675682714205,스브스뉴스,These ads ran without a disclaimer,≤100,1
115637490346169,Djecko official جيكو الفرنسيسو,These ads ran without a disclaimer,≤100,1
339810463063059,Conflict Of Nations : World War 3,These ads ran without a disclaimer,≤100,1
104015742220554,Mimic,These ads ran without a disclaimer,≤100,1
121307931254043,Econlib,These ads ran without a disclaimer,≤100,1
274394006605216,History A2Z Magazine,These ads ran without a disclaimer,≤100,1
105741532048451,Fluffy Worldwide,These ads ran without a disclaimer,≤100,1
152914224736727,Banco Mundial,These ads ran without a disclaimer,≤100,2
1473321922884514,Chińskie Radio Międzynarodowe,These ads ran without a disclaimer,≤100,1
