Location name,Amount spent (CZK)
Central Bohemian Region,11691
Hradec Králové Region,4433
Karlovy Vary Region,2472
Liberec Region,3730
Moravian-Silesian Region,8559
Olomouc Region,4728
Pardubice Region,4201
Plzeň Region,4793
Prague,25426
South Bohemian Region,6145
South Moravian Region,12940
Unknown,≤100
Vysočina Region,3627
Zlín Region,4945
Ústí nad Labem Region,6308
