Location name,Amount spent (TWD)
Changhua,5556
Chiayi,1069
Hsinchu,2541
Hsinchu City,4720
Hualien,2059
Kaohsiung,18312
Keelung City,2009
Kinmen,306
Lienchiang,≤100
Miaoli,2321
Nantou,2050
New Taipei City,30197
Penghu,727
Pingtung,3922
Taichung,21400
Tainan,10650
Taipei,25299
Taitung,1124
Taoyuan City,17731
Unknown,2257
Yilan,1913
Yunlin,3015
