Location name,Amount spent (NZD)
Auckland Region,7160
Bay of Plenty Region,1186
Canterbury,2272
Gisborne District,170
Hawke's Bay,692
Manawatu-Wanganui,875
Marlborough Region,163
Nelson Province,233
Niue,≤100
Northland Region,656
Otago,893
Southland,373
Taranaki,611
Tasman District,152
Unknown,≤100
Waikato,1680
Wellington Region,1859
West Coast,113
