Page ID,Page name,Disclaimer,Amount spent (HNL),Number of ads in Library
114601521910,Jorge Aldana,Jorge  Aldana,5238,3
421574011322217,Alcaldía del Distrito Central,Alcaldía del Distrito Central,1159,7
349524351841734,Cárlenton Dávila,Jose Carlenton Davila Mondragon,704,1
491553204198958,Revistazo.com,Revistazo.com,169,3
107952642129360,Por una Corte Imparcial con Justicia Social,Delmy Saray Caballero Zelaya,≤100,1
486382251906084,Honduras El Pais,Diario El  Pais.hn,≤100,1
109580408013707,Francisco Flores,Francisco Miguel Flores Guifarro,≤100,1
492984144218541,Morning Worship Moment,These ads ran without a disclaimer,≤100,1
106518195610937,1111_ta,These ads ran without a disclaimer,≤100,1
105257432441286,T1215-7,These ads ran without a disclaimer,≤100,1
223495844457800,China Plus Culture,These ads ran without a disclaimer,≤100,1
101801685891012,Revista Knowable,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
104980492469454,T1215-4,These ads ran without a disclaimer,≤100,1
