Page ID,Page name,Disclaimer,Amount spent (TWD),Number of ads in Library
148475335184300,Greenpeace 綠色和平 (台灣網站),Greenpeace 綠色和平 (台灣網站),42732,49
238507146264909,國際特赦組織 台灣分會 Amnesty International Taiwan,國際特赦組織 台灣分會 Amnesty International Taiwan,37339,176
693907914395620,良杯製所 Oolab,良杯製所 Oolab,30244,15
206471793062673,Netflix,These ads ran without a disclaimer,22354,2
900490063303019,宋懷琳 南投琳好,宋懷琳 南投琳好,17446,9
105556085524776,Twpca-台灣野良犬照護協會,Twpca-台灣野良犬照護協會,15405,6
286487218798,遠見雜誌,遠見雜誌,14498,11
111286491585951,香榭國際精品,These ads ran without a disclaimer,9811,3
820612794778213,渣打銀行 Taiwan,渣打國際商業銀行,7498,3
241284961029,udn.com 聯合新聞網,udn.com 聯合新聞網,6837,8
241284961029,udn.com 聯合新聞網,These ads ran without a disclaimer,6637,2
101628915902932,Tomas Cool,These ads ran without a disclaimer,6128,1
322447507832934,文茜的世界周報 Sisy's World News,文耀胡,6102,1
136185963597716,Cheap,Cheap,6071,9
113021403762187,法律協會-債務協商 更生 清算 -全台服務,傢宇 吳,5753,2
865203020330605,北回歸線和牛專賣（神戶牛海外指定登錄店）,These ads ran without a disclaimer,5000,2
368397373312842,游顥,游顥,4181,2
106801464127093,目目非營利 MUVE NPO,目目非營利,4103,5
177161918975981,基督教芥菜種會,基督教芥菜種會,3872,18
104958309091106,曹興誠  八不居士,曹興誠  八不居士,3608,1
467933563234921,南門書局-網路圖書名店、也有實體店面，誠信可靠！,玉河 孫,3241,7
105755991667201,女神在線 Venus Online,女神在線,2664,1
219315794887869,聯合報,聯合報股份有限公司,2602,34
113988264929657,yp,育璞林,2435,24
201785650801,亞洲大學(Asia University Taiwan),亞洲大學,2397,15
161364814238853,葉孟龍,孟龍 葉,2334,2
109462390640602,企業勞動法務管理顧問-勞動契約、勞資爭議、勞務健檢、教育訓練、法律事務、法律風險控管,芸廷 林,2308,33
124473380937123,勵馨基金會 The Garden of Hope Foundation,勵馨基金會 The Garden of Hope Foundation,2277,2
211730475524462,大陸委員會,大陸委員會,2061,4
113761234998842,温宗諭,博盛侯,2050,3
102046048924214,Alpha plus - 人才加速器,Alpha plus - 人才加速器,2029,8
277223962685223,Nespresso.TWN,Nespresso.TWN,2004,12
1649523455281990,遠山呼喚,遠山呼喚國際貧童教育組織,1946,3
108696572024879,民視佮你講（Bîn-sī kah lí kóng）,民視新聞,1816,6
335544036485779,經濟部,經濟部,1745,3
112272141484784,游智彬：桃園阿彬哥,Sha Tin Huang,1437,2
100714476220256,永續金融先行者聯盟,永續金融先行者聯盟,1416,20
1537741526464370,桃園市議長邱奕勝,奕勝 邱,1369,5
200480966638039,Supremacy 1914,These ads ran without a disclaimer,1359,2
217802801759737,郭昭巖粉絲團,郭昭巖粉絲團,1340,1
664175463714845,50+：用新的方法，創造自己的理想老後,50＋好好：用新的方法，創造自己的理想老後,1282,1
327941870899267,元智大學 i Life,元智大學 i Life,1176,4
127628276929,天下雜誌,天下雜誌,1133,6
317996258579415,黃家齊,黃家齊,1129,2
104690535860982,楊永明,永明楊,1096,5
401843085061,台電電力粉絲團,台電,1088,2
189061482332,張嘉郡,嘉郡張,1081,3
1601614166748301,未來Family,These ads ran without a disclaimer,1071,3
872742159541735,財團法人台灣中小企業聯合輔導基金會,These ads ran without a disclaimer,1005,3
104640252092334,許瑞宏  宏觀思維,許瑞宏,992,3
104624290080479,張育美,翊斌黃,971,4
108465872157182,亞細亞精準數據,亞細亞精準數據,948,3
465616346853075,RE-THINK 重新思考,RE-THINK 重新思考,920,8
235679595900,民視新聞,民視新聞,885,6
101355918337667,地天泰國際顧問有限公司,地天泰國際顧問有限公司,829,2
1494980514073617,故事 StoryStudio,故事：寫給所有人的歷史,721,2
1649151078446134,卓冠廷,冠廷卓,712,21
1847777185521418,放言 Fount Media,放言科技傳媒股份有限公司,711,12
152479095435700,茶樹莊園 Tea Tree Garden,花仙子 Farcent,696,1
390569611008641,願景工程基金會 Vision Project,願景工程基金會,693,22
191690867518507,江啟臣,江啟臣,677,2
1680942122167263,Schneider Electric,品瑄 黃,662,6
791870507594526,利樂創新界,利樂創新界,641,12
1466476516978500,花現彰化-彰化縣政府新聞處,These ads ran without a disclaimer,638,1
105692292105892,黃士修,Shih-Hsiu Huang,616,2
743100072477291,台中市議員何文海,文海 何,585,4
547129002067069,杜文中,文中 杜,566,9
888230767933636,林德福,德福 林,555,1
110647840532680,Merge Mayor,These ads ran without a disclaimer,530,1
796994720374176,鳴人堂,鳴人堂,522,2
938117856232411,康寧大學,惠玲高,522,1
2505711192835704,安心貸-貸款理財專家,黃詩凭,521,1
103658758740546,台灣民眾黨桃園市黨部,台灣民眾黨桃園市黨部,520,1
101629185999930,永安理財專員-花花,永安理財專員-花花,502,1
449156429152075,麻吉理財顧問公司,黃詩凭,494,1
184899118190398,女人迷 womany,女人迷 womany,492,2
104193848228778,PointLife點生活,PointLife點生活,490,1
1629474157289221,小牛頓,小牛頓科學教育有限公司,471,8
1621835121361449,陳超明-阿明哥粉絲團,超明 陳,471,3
112466153598194,內門洪師傅,These ads ran without a disclaimer,467,1
117406534663984,台灣老中醫-壯陽,These ads ran without a disclaimer,457,1
110683585295740,Vephos,These ads ran without a disclaimer,457,1
165533803086,魏嘉賢,魏嘉賢,452,1
231202420952272,新北市議員 廖先翔,先翔 廖,443,1
