Page ID,Page name,Disclaimer,Amount spent (PKR),Number of ads in Library
110657041281786,South Today,South Today,8935,1
224284372205279,Sajid Ur Rehman Turabi,Huzaifa Rauf,4698,4
1837799103142388,E-Rozgaar Program,These ads ran without a disclaimer,3163,1
543755195637715,Mian Aslam,Mian Aslam,3088,2
109493084543028,Four Corners with Tarar,NEXT TV,3068,1
304781399652673,Jamshed Iqbal Cheema,Jamshed Iqbal Cheema,3016,2
339810463063059,Conflict Of Nations : World War 3,These ads ran without a disclaimer,2552,1
1706863532970589,Nasir Hashmi,Osama Rehman Butt,2363,2
105828078654597,Islamabad Group,Noman Sarwar Malik,2015,1
105690462092880,MM News Videos,MM Digital PVT LTD,1485,2
133648753466105,Group Development Pakistan,Group Development Pakistan,1474,3
252434368713670,Humayun Akhtar Khan,Humayun Akhtar Khan,1416,2
407889229718531,Sardar Tanveer Ilyas Khan,Sardar Tanveer Ilyas Khan,1306,2
127593717315049,Jamaat-e-Islami Islamabad,Jamaat-e-Islami Islamabad,1237,1
101269169346393,Barrister Abdullah Mumtaz Kahloon,Shahid Imran,1231,1
361971188258443,Syed Tariq Mahmood ul Hassan,Syed Tariq Mahmood ul Hassan,1213,4
1660420754005905,PTI G-7,PTI G-7,1182,4
109855628641922,UC-30 Bahria Town Islamabad,Hasan Mustafa,1181,1
2205072799804668,Zubair Feeds Pvt Ltd,Waheed Iqbal,1014,2
115445627811504,Muhammad Kashif Mairaj,Muhammad Kashif Mairaj,1000,1
102270228609029,Abdul Wahab Ahmad,Abdul Wahab Ahmad,952,1
104048752315745,dailyvotingpk,These ads ran without a disclaimer,928,1
109413718335884,DotTv,Dot Media,799,1
110196941769209,𝗦𝘆𝗲𝗱 𝗔𝗹𝗶 𝗞𝗮𝗺𝗿𝗮𝗻 𝗞𝗶𝗿𝗺𝗮𝗻𝗶 𝗢𝗳𝗳𝗶𝗰𝗶𝗮𝗹,𝗦𝘆𝗲𝗱 𝗔𝗹𝗶 𝗞𝗮𝗺𝗿𝗮𝗻 𝗞𝗶𝗿𝗺𝗮𝗻𝗶 𝗢𝗳𝗳𝗶𝗰𝗶𝗮𝗹,788,3
216311481960,Bill Gates,These ads ran without a disclaimer,730,3
113841288212058,"Jamat e Islami UC 02 _ F-7, F-8",Umer Abbas,693,1
248448001962868,Political record,Atif Riaz Shahid,621,2
114763757787108,Khanewal public school and college,Khanewal public school and college,620,1
102690905990373,Mian Zeeshan Rafique PMLN,SWIFT CARGO SERVICES,598,1
103767962366726,Mehar Tariq Sajjad MPA PP116,Muhammad Umar,514,1
103161792280179,Kuch To Hay Na,Taha Bin Muhammad,512,1
100427168538381,Sardar Mehboob Khan Khetran,Sardar Mehboob Khan Khetran,492,1
102093685620627,Best Diplomats,These ads ran without a disclaimer,449,1
108731623986929,Voice of Sindh,Voice of Sindh,401,2
178755115663816,Ali Rashid,Ali Rashid,389,2
101907679408076,jadavji_van,These ads ran without a disclaimer,358,1
105042352466826,Uzma Shakeel Abbasi,Uzma Shakeel,332,2
148143495361532,Hafiz Farhat Abbas,Hafiz Farhat Abbas,301,1
439602326768171,Azhar Qazi Mashwani,Azhar Qazi Mashwani,299,1
187258925420723,Leading Lawyers,Leading Lawyers,285,1
160306424047987,بزمِ خاکسار,Safdar Hayat,279,1
1663305917241505,Khalil Ahmad Bajwa,Khalil Ahmad Bajwa,278,1
103743399056562,J I youth MB Din,J I youth MB Din,277,2
100928849486668,Sahafi,Neo News,260,1
113578877760214,Shahid Khan,Shahid Khan,250,1
2174517772657414,A21 Middle East News,These ads ran without a disclaimer,242,1
131189377574,MDPI,These ads ran without a disclaimer,233,1
1011330092295265,Dera Ch Naveed Farooq Gondal                          ڈیرہ گوندلاں کنجاہ,These ads ran without a disclaimer,225,1
282371866000815,Sarah Little,These ads ran without a disclaimer,225,1
177472265643603,Centre for the Improvement of Working Conditions & Environment,These ads ran without a disclaimer,199,1
100417379468020,Agronomy MDPI,These ads ran without a disclaimer,191,3
107801948674316,BBU News WORLD,BBU NEWS WORLD,153,1
526327500799853,China.org.cn,These ads ran without a disclaimer,≤100,1
487101601320486,Metronome,These ads ran without a disclaimer,≤100,1
