Page ID,Page name,Disclaimer,Amount spent (NOK),Number of ads in Library
106613969124,Norsk Folkehjelp,Norsk Folkehjelp,9784,3
135843375926,UNICEF Norge,UNICEF Norge,5336,6
20468812735,LO,LO,4815,14
305434298719,Norges Bondelag,Norges Bondelag,4611,2
623596214494727,Anima - Stopp dyremishandling,Anima - stopp dyremishandling,2243,9
132368899297,Framtiden i våre hender,Framtiden i våre hender,2234,26
144754334087,Trøndelag Arbeiderparti,Trøndelag Arbeiderparti,2189,8
21603349508,NOAH - for dyrs rettigheter,NOAH - for dyrs rettigheter,1602,2
198148715581,Vestfold og Telemark FrP,Vestfold og Telemark FrP,1438,3
10953652930,Høyre,Høyre,1377,24
106348682400630,Nova - AI Chatbot,These ads ran without a disclaimer,1374,5
44960467949,Greenpeace Norge,Föreningen Greenpeace Norden,1280,20
2398568533531114,Velferdsmiks,NHO Geneo,1237,34
157929987567626,Oslo MDG,OSLO MILJØPARTIET DE GRØNNE,1123,10
132368899297,Framtiden i våre hender,Framtiden i Våre Hender,912,5
171408368520,Norad,Norad,835,1
234659001772,Arbeiderpartiet,Arbeiderpartiet,740,2
141589002521022,Oslo Høyre,Oslo Høyre,735,8
101815422763212,Emil Raaen - Ordførerkandidat Ap,Trøndelag Arbeiderparti,690,2
300127442096,Norske Kvinners Sanitetsforening,Norske Kvinners Sanitetsforening,686,3
200480966638039,Supremacy 1914,These ads ran without a disclaimer,670,3
103057921635136,Folkets Parti Bergen,Foreningen FNB Bergen,580,2
2869351156469363,Tonje Lavik - FrP,Tonje Lavik,449,3
116972608335219,Naturvernforbundet,Naturvernforbundet,406,1
189429677833005,Lørenskog SV,Lørenskog Sosialistisk Venstreparti,404,2
536745556722065,Lillestrøm FrP,Lillestrøm FrP,374,2
239677012734267,Fredrikstad Høyre,Fredrikstad Høyre,348,1
102203325950193,Ingvild Lemme Kristiansen,Stendi,344,12
417968848252894,Besteforeldrenes klimaaksjon,Besteforeldrenes Klimaaksjon,339,4
46818767155,Miljøpartiet De Grønne - MDG,Miljøpartiet De Grønne,326,4
