Page ID,Page name,Disclaimer,Amount spent (EGP),Number of ads in Library
798673866859390,ETC TV,ETC TV,2943,16
114229523780037,أحمد إبراهيم البنا - Ahmed Ibrahim Elbanna,Ahmed El Banna,2694,2
100835565731657,Ahmed Amin Massoud - أحمد أمين مسعود,Ahmed Amin Massoud - أحمد أمين مسعود,680,2
100857675472522,ScreeN+,Mahmoud Elfeky,678,2
117690156743688,النائب حافظ عمران,Shôükrý Ömrãñ,675,8
106450555171099,مجدي البري - Magdy Elbery,مجدي البري - Magdy Elbery,514,3
102753775202257,جائزة الدولة للمبدع الصغير,جائزة الدولة للمبدع الصغير,443,1
110877857406073,المهندس حسام لبن,المهندس حسام لبن,300,4
107628151748756,Initiators Congress مؤتمر المبادرون,Initiators Congress,297,3
102752291431181,المهندس حازم الجندي - Hazem ElGendy,المهندس حازم الجندي - Hazem ElGendy,250,4
105096455624550,Tamer abdelhamid - تامر عبد الحميد,Tamer abdelhamid - تامر عبد الحميد,224,1
192320965049184,الإعلامية نيفين منصور,Nivine Mansour,194,2
104570177893410,أحمد علي الألفي,أحمد علي الألفي,189,1
103745798627292,المستشار ماهر ميلاد اسكندر,المستشار ماهر ميلاد اسكندر,181,1
282759032673313,مهندس محمد سعد الصمودي,محمد سعد الصمودي,177,1
100391255098382,Amal Ramzy,Basem Ragab,153,2
595025640685644,النائبة شيرين عبد العزيز - Sherin abdelaziz,النائبة شيرين عبد العزيز - Sherin abdelaziz,138,2
104864037834748,المستشار شعبان رأفت عبداللطيف,Mohamed Helmy,123,1
1934139156895621,د.خالد قنديل Dr.Khaled Kandel,Basel Noufal,120,1
801866783213943,محمد طلبة - Mohamed Tolba,Mohamed Elsayed Tolba,118,2
118992379972310,Fatmah Selim - فاطمة سليم,Fatmah Selim - فاطمة سليم,113,3
836115416509704,محمد احمد الكومي Mohamed Ahmed Elkomey,Mohamed Ahmed Elkomey,111,2
1199020920114389,EOS Data Analytics,These ads ran without a disclaimer,110,1
