Page ID,Page name,Disclaimer,Amount spent (TWD),Number of ads in Library
238507146264909,國際特赦組織 台灣分會 Amnesty International Taiwan,國際特赦組織 台灣分會 Amnesty International Taiwan,23966,123
110985434861942,啟思民本基金會,啟思民本基金會,21666,16
343347583411734,歡樂大東家,These ads ran without a disclaimer,16316,4
241284961029,udn.com 聯合新聞網,udn.com 聯合新聞網,13187,6
693907914395620,良杯製所 Oolab,良杯製所 Oolab,9060,3
148475335184300,Greenpeace 綠色和平 (台灣網站),Greenpeace 綠色和平 (台灣網站),6919,18
1436850183290438,One-Forty,One-Forty,6120,13
106801464127093,目目非營利 MUVE NPO,目目非營利,5851,10
347432368933987,LINE TODAY Taiwan,LINE TODAY Taiwan,5140,8
105864701769057,瑞馳智庫學院,瑞馳智庫股份有限公司,5019,4
368397373312842,游顥,游顥,4757,3
177161918975981,基督教芥菜種會,基督教芥菜種會,4259,30
467933563234921,南門書局-網路圖書名店、也有實體店面，誠信可靠！,玉河 孫,4030,6
104381935820077,南方，寂寞鐵道 On The Train,貝殼放大股份有限公司,3529,7
390569611008641,願景工程基金會 Vision Project,願景工程基金會,3378,55
158025223269,今周刊,今周刊,2943,7
109462390640602,企業勞動法務管理顧問-勞動契約、勞資爭議、勞務健檢、教育訓練、法律事務、法律風險控管,芸廷 林,2887,63
335544036485779,經濟部,經濟部,2361,2
286487218798,遠見雜誌,遠見雜誌,1996,8
125386714156073,天使心家族社會福利基金會,天使心家族社會福利基金會,1962,14
850754301947812,鏡新聞,鏡新聞,1961,2
101046209392101,新事貸-新鑫特優經銷商,新事貸-新鑫特優經銷商,1918,1
103141681121150,城市學,遠見雜誌,1849,2
1649523455281990,遠山呼喚,遠山呼喚,1848,6
436843193180529,Unipapa,Unipapa,1789,18
171759036215066,創世紀不動產教育訓練中心,Micky  Wu,1770,23
105556085524776,Twpca-台灣野良犬照護協會,Twpca-台灣野良犬照護協會,1757,1
104624290080479,張育美,翊斌黃,1661,6
1855418728011324,鏡週刊,鏡週刊,1635,2
201785650801,亞洲大學(Asia University Taiwan),亞洲大學,1308,1
194832457212,天下文化,天下文化,1230,1
191690867518507,江啟臣,江啟臣,1213,5
110699089014688,三立新聞,三立新聞,1212,3
1537741526464370,桃園市議長邱奕勝,奕勝 邱,1128,3
102943834507641,立法委員 陳椒華,時代力量,1109,2
2199675410320212,台灣制憲基金會 TNC,台灣制憲基金會 TNC,1093,3
104959119850676,轉角國際 udn Global,轉角國際 udn Global,1090,2
322447507832934,文茜的世界周報 Sisy's World News,文耀胡,1079,1
211730475524462,大陸委員會,大陸委員會,1040,3
127628276929,天下雜誌,天下雜誌,1012,7
108696572024879,民視嘎哩供,民視新聞,1011,4
235679595900,民視新聞,民視新聞,992,5
1847777185521418,放言 Fount Media,放言科技傳媒股份有限公司,869,8
1629474157289221,小牛頓,小牛頓科學教育有限公司,752,6
148513668543221,地球公民基金會,地球公民基金會,731,5
796994720374176,鳴人堂,鳴人堂,727,1
213646928757562,梁為超,市議員梁為超粉絲團,700,3
123082847747496,婦女救援基金會,財團法人台北市婦女救援社會福利事業基金會,692,3
143501712383911,白雪姬 喫趣玩,These ads ran without a disclaimer,605,1
226660410787355,民視體育新聞,民視新聞,596,3
239512030682497,第一手星聞,民視新聞,593,3
101355918337667,地天泰國際顧問有限公司,地天泰國際顧問有限公司,592,4
679518422104905,民視全球新聞,民視新聞,591,4
296199430542790,何志偉,志偉 何,558,2
2430390413849261,奕綸有限公司,京昀,553,1
718362268235135,陳紀衡,紀衡陳,548,1
1649151078446134,卓冠廷,冠廷卓,548,11
175549807657,台達基金會,台達基金會,547,2
1487218698275407,南門書局二店-網路特價書店-也有實體店面，價格親民，誠信可靠的老店。（師友文化）,玉河 孫,541,2
215213505975,FUNDAY英語教育,FUNDAY英語教育,538,1
201107280815936,潔淨學-不咬手潔淨體貼,永勝 許,536,4
219315794887869,聯合報,聯合報股份有限公司,532,2
102764756435823,黃柏霖,柏霖黃,522,1
170671044596,天主教善牧基金會,天主教善牧基金會,500,6
218662974825481,王惠美,王惠美,483,1
469433823136537,CSRone永續觀點,CSRone永續觀點,474,2
1466476516978500,花現彰化-彰化縣政府新聞處,佳欣 蔡,412,2
555448224595231,許立丕後援會粉絲團,立丕 許,408,3
1556148131106967,友達永續基金會,These ads ran without a disclaimer,404,2
354149841356884,哈本咖啡 Happen Coffee,林奕丞,401,11
267210596804238,啟德機械起重工程-股公司,鈺梅蔡,371,1
195094157238158,好立委 楊瓊瓔,宛儀林,348,4
441685342920785,張廖乃綸,張廖乃綸,337,1
231000693613150,蘇育德,育德蘇,323,1
109946254161907,Tommy 獨立理財顧問,詠程 許,307,2
158422268047235,龍潭里里長 古智仁,智仁 古,300,1
110836311758305,關鍵調查有限公司,關鍵調查有限公司,292,3
583748405017728,江怡臻,怡臻江,286,2
487213414986961,數位外交行動計畫 Digital Diplomacy,Joy  Hu,281,3
1962708127351225,國際房產部落客 SuperJullian,Che Hui Chu,276,1
116806840188577,中華民國不動產經營管理協會,中華民國不動產經營管理協會,271,3
496684637111616,陳偉杰 Chen Wei-chieh,偉傑 陳,268,2
281219301931458,蔡其昌,蔡其昌,263,1
2142074882525226,張智倫,張智倫,261,1
186034394769383,國泰人壽,These ads ran without a disclaimer,249,1
229103120461172,汪志冰,志冰汪,242,1
276861822357066,高金素梅(吉娃斯．阿麗),智葟 陳,237,2
125534862174582,法律萬狀通-書狀生成,法律萬狀通-書狀生成,229,2
107162861090654,法律協會-前置協商  更生 清算  免費諮詢,Yaya Lin,228,1
101718182459153,天秤座戰士,Companionship Digital,226,5
111334712256714,勇媽阿惠 - 黃敏惠,勇媽阿惠 - 黃敏惠,212,1
101438659233740,卓越電子報,縱橫加策略公司,186,1
103469901828540,挖貝 WaBay,挖貝 WaBay,184,1
1616764821902568,不敗教主-陳重銘,These ads ran without a disclaimer,166,1
100440469276192,坐島觀天In the view of Taiwanese,立場新聞-台灣,161,1
376687563131189,謝衣鳯,衣鳯謝,157,1
338272413046352,每日桃園,信憲 余,154,1
112571907179969,玩霸教育,思揚 蘇,152,1
1043591575667511,後龍鎮公所,宗毅 吳,151,1
1143105075726336,左轉有書 TouatBooks,慧如 張,145,1
673035569401167,育田基金會 Mercyland,財團法人育田社會福利慈善基金會,143,4
103640919705348,綠色公民行動聯盟Green Citizens' Action Alliance,綠色公民行動聯盟Green Citizens' Action Alliance,131,1
1503745219913314,"孫大千Sun, Ta-Chien",宜軒 李,126,2
359412951284086,啟景國際 KGC - 移民·護照·留學·置產,啟景國際 KGC - 移民·護照·留學·置產,125,1
105742975534267,吳明宜,吳明宜,122,3
100208259121376,合雄天好韻,These ads ran without a disclaimer,122,1
102250944650873,本質研究 SKINeed,依諭 李,121,3
104013138750678,翁震州,震州 翁,117,2
144181272662168,台南新芽,台南新芽,115,1
109358201564879,反廢死Q&A,天恩鄭,110,1
109750505173191,黃sir開講-黃英學,黃sir開講-黃英學,107,2
593374924100942,經濟民主連合,社團法人經濟民主連合,106,1
101576862144790,工程師看政治,玄超 黃,106,2
383894332404945,陳慶齡 新竹市議員,晧瑀 吳,105,1
972132016144408,施佩妤《十年有妤．感恩有您》,施佩妤《十年有妤．感恩有您》,104,1
