Page ID,Page name,Disclaimer,Amount spent (PHP),Number of ads in Library
100406438859954,Fight Illicit Trade,Fight Illicit Trade,4483,2
100155158432600,The Health Center PH,The Best Healthctr Hub Ph,4410,4
495629064258114,Lolita Karen Javier,Amor U. Nacional,4375,7
200480966638039,Supremacy 1914,These ads ran without a disclaimer,4315,2
547821942058909,Pilipinas Today,WFPH,3840,40
113238417024056,Anna Mae Yu Lamentillo,Anna Mae Yu Lamentillo,3707,8
263066651005055,"Ramon Bong Revilla, Jr.","Ramon Bong Revilla, Jr.",3261,2
701517253228758,DOSTv,DOSTv,2820,5
197727873578501,Senator Migz Zubiri,Senator Migz Zubiri,2476,1
223618785182273,Pilipinas,WFPH,1891,20
269175894020945,Pilipinas Today,WFPH,1629,18
100170811672425,Pilipinas Today Kyusi,WFPH,1519,16
109515814905110,4Ps Party-list,4Ps Party-list,1448,1
784522714997609,Commission on Human Rights of the Philippines,Commission on Human Rights of the Philippines,1407,4
1759941490758280,Jerry Treñas,Ma. Ruthmar Ignacio Gabileo,1219,10
113192036820162,Prof. Soc Anthony del Rosario,We Care Incorporated,1127,2
220125414691980,Philusa Corporation,Philusa Corporation,994,2
109246084265823,Jay Manalo Ilagan,Chicklet Diaz,981,1
205248039844,sedaLAW,sedaLAW,861,1
126919387470670,Rufus B. Rodriguez,Rufus Bautista Rodriguez,829,3
386570178125149,Senator Win Gatchalian,Senator Win Gatchalian,827,1
154332771585,Center for Leaders,Center for Leaders,780,4
112512037866969,BM Ric Ric Dy Olegario,Irina Kristi Bagongon Pidor,732,2
404729389612751,"Teodorico ""Nonong"" T Haresco, Jr",BIHA-MPC : People of Aklan,679,8
2101088876594734,MBS- Senior Deputy Speaker DOY Leachon,Ronalee Escondo Leachon,675,7
112952897079549,Energy Development Corporation,Energy Development Corporation,655,4
556893261136432,Atty. Lordan Suan,Atty. Lordan Suan,629,1
121096004646927,"Pablo John ""PJ"" Garcia",Friends of PJ Garcia,621,4
163550757135020,News5,News5,616,4
1030706640379655,Pilipinas: Coal Free by 2030,Coal Free Philippines,606,2
774149009339209,The Climate Reality Project Philippines,The Climate Reality Project Philippines,580,7
145265112840190,Kasama Ka Sa Pag-Unlad,Polsure,578,2
138279376537685,"Jocelyn ""Bebot"" Rodriguez",Jocelyn Bautista Rodriguez,576,2
212808672071102,MWSS Regulatory Office,MWSS Regulatory Office,545,4
48688071399,Greenpeace Philippines,Greenpeace Philippines,531,1
111353157087307,7000,7000,509,1
290806868240317,KON TESS AALA,Ma Theresa Cecilia Aala,491,1
1669303526443380,Trendsuertres Customized Promotional Items Baller Wrist Band Keychains etc.,Diomar Dizon Lagunero,489,1
1645942209010944,Freddie Siao,Freddie Siao,486,2
585583411583810,ONE CAVITE,ONE CAVITE,485,1
104955062184489,BBM Movement,UEEI Consorcia Inc,446,1
100613639077658,Councilor Jomil Serna,Friends and Supporters of Jomil Serna,434,1
100305568984268,EdukNaman,Philippine Business for Education Inc.,421,3
1950273215252524,Aboitiz Power Corporation,Aboitiz Power Corporation,369,1
110906614080083,Ang Realidad PH,Clutchmedia,337,1
1922749344643532,The World Tonight,The World Tonight,324,5
247331620535579,Mike Defensor,The Mike Defensor Organization,323,4
104291395914077,Nuclear Supporters PH,Nuclear Supporters PH,306,2
705660422953865,About Metro Pacific,WFPH,302,3
480552092150213,Malayang Quezon City,The Message Booster Enterprise,299,4
104521285898270,Asiaon Jacket,These ads ran without a disclaimer,297,2
105307862322635,Samuel G.F Parilla II,Samuel G.F Parilla II,290,2
413934979205389,Aunell Ross,Aunell Ross,286,1
320130741416822,Special Olympics Pilipinas,Special Olympics Pilipinas,278,11
675526249465359,Rolando A. UY,Jerome L. Jungco,274,1
956992934491805,Jaye Lacson-Noel,Jaye Lacson-Noel,265,1
529901257160994,Paz Radaza,Klin Mar Mejo,257,1
115419768085260,Lokal,Lokal,254,1
109824251728384,"Bagong Pilipinas, Bagong Mukha","Bagong Pilipinas, Bagong Mukha",252,1
104246114777292,Mayor Marjorie “Joie” Perales,Mayor Marjorie “Joie” Perales,250,4
101082242758012,Asenso News Iligan City,Asenso News Iligan City,245,1
101178932348592,Office of the Municipal Mayor - Atty. Philip A. Dacayo,Tyrone Joy Galasinao Dagdag,242,4
1856611721228196,BH Bernadette Herrera,Bagong Henerasyon Partylist,236,1
454536418241945,MakeSense,MakeSense Asia,233,1
113178534485189,OFW Partylist,OFW Partylist,225,1
110015017184689,Filipinas TODAY,WFPH,207,2
119790231047264,Laban ng Bayan Since 1896,The Daily Dosage Booster,207,2
287609848851584,Bando Escaño,Gerry Jr. Maunes Escaño,205,1
101308502203590,Congressman Romeo S. Momo Sr.,Romeo S. Momo,203,1
290009901573686,SK Federation of Pagbilao,Josie Irma Roqueza Luce,201,1
1329675533726600,Pilipinas Today QC,WFPH,198,2
332536503771530,Vice Governor Karen Agapay,Edgar Habana Ruado,198,1
406656099381045,Jose Ma Montelibano's Blog,Jose Ma. Locsin Montelibano,193,1
104988244674974,Mobility Awards,The Climate Reality Project Philippines,192,1
257830240980106,Ronnie Dadivas,Roxas City United,175,1
537843086665379,City Inquirer,City Inquirer,174,3
1512452085732585,Stratbase ADR Institute,Stratbase ADR Institute,168,1
351879361521039,Cong. Nonoy Libanan,Cong. Nonoy Libanan,164,1
100136438865259,Ako Volunteer - BBM SARA,Volunteerism Initiative,160,2
325780477966356,Geo 24/7,Energy Development Corporation,157,1
110505531540054,Hon. Tata Ortega-Casetta,Rolly Jude Mariano Ortega,155,1
505887912898325,Positive Energy,Energy Development Corporation,153,1
1876831369252452,Albee Benitez,Albee Benitez,150,3
103679252545648,Obrero Pilipino,The Message Booster Enterprise,148,2
156752721080952,Sonny Angara,Sonny Angara,142,1
186667502068528,Larry De Costa,WFPH,140,2
319488142121,Jinggoy Estrada,Anak Ng Masa,132,1
104163848038251,Doc Tess Villaluz Heyrosa,David Tapales Ramos,132,2
242562552438872,DOST-STARBOOKS,DOST-STARBOOKS,130,2
1950273215252524,Aboitiz Power Corporation,These ads ran without a disclaimer,130,1
565225540184937,CGTN,These ads ran without a disclaimer,128,1
197171390303624,Arlene B. Arcillas,Sharon Bawan De Dios,128,1
108644901632249,KIENT's - The Key To Success,Laica D. Jarandilla,123,1
106219125482934,"Vice Mayor J. Melchor Quitain, Jr.",Melchor Jr. Bumpus Quitain,122,1
102096659031494,Cong. Arnan C. Panaligan - House of Representatives,Cong. Arnan C. Panaligan - House of Representatives,121,2
104775207615249,TESDA Region I,TESDA One,117,1
388689438381348,Mike Defensor,The Mike Defensor Organization,116,2
1566478310240623,Francis Tolentino,Francis Tolentino PH,115,1
401812333925645,Malayang Quezon City,The Message Booster Enterprise,113,2
207494196545897,"San Anselmo Publications, Inc.",Eldrige Marvin Bihis Aceron,112,1
166107624078770,Camanava News,CAMANAVA News,110,3
482512205434891,AYEJ,These ads ran without a disclaimer,108,1
100190445569985,Colen Navarro Ibasco,Maria Velia Flor Navarro Ibasco,108,1
102550901310332,Pilipinas AHA Visayas,WFPH,107,1
107463358538636,planetGOLD Philippines,planetGOLD Philippines,106,2
374004705980904,Philippine Business for Education,Philippine Business for Education,103,1
105969951219886,Sibika.ph,Philippine Business for Education Inc.,102,1
1860498353989958,Carl Steven Avellana Weigel,Carl Steven Avellana Weigel,101,1
1566478310240623,Francis Tolentino,Francis Tolentino,≤100,1
114540208900132,Erico Aris Aumentado,Erico Aris Aumentado,≤100,1
254225618540932,Love ng QC si Teacher,Polsure,≤100,1
100562967966954,Radyo BAHIN,WFPH,≤100,1
390884307668604,"Jose Mari ""Joey"" G. Peláez",Raphael Regalado Jucoy,≤100,1
107709755469083,Bayan ng Magigiting,The Message Booster Enterprise,≤100,1
