Location name,Amount spent (VEF)
Amazonas,464
Anzoátegui,3640282
Apure,501857
Aragua,6087137
Barinas,728892
Bolívar (state),3411960
Capital District,18504641
Carabobo,10815742
Cojedes,250928
Delta Amacuro,250464
Falcón,2529176
Guárico,1253249
Lara,5367602
Miranda (state),6210281
Monagas,1962319
Mérida,3006034
Nueva Esparta,6678245
Portuguesa,2206032
Sucre,1288427
Trujillo,627141
Táchira,4508354
Unknown,≤100
Vargas,1772963
Yaracuy,2004641
Zulia,6521814
