Location name,Amount spent (USD)
Alabama,7744
Alaska,7691
American Samoa,≤100
Arizona,31218
Arkansas,6523
California,76361
Colorado,20326
Connecticut,7913
Delaware,2322
Florida,79110
Georgia,23088
Guam,≤100
Hawaii,2702
Idaho,7956
Illinois,30965
Indiana,16768
Iowa,8381
Kansas,7726
Kentucky,12259
Louisiana,10968
Maine,7500
Maryland,16757
Massachusetts,12350
Michigan,45389
Minnesota,21853
Mississippi,5582
Missouri,16565
Montana,6099
Nebraska,4193
Nevada,11583
New Hampshire,4433
New Jersey,21232
New Mexico,10197
New York,67201
North Carolina,27270
North Dakota,1646
Northern Mariana Islands,≤100
Ohio,31361
Oklahoma,8573
Oregon,13911
Pennsylvania,45938
Puerto Rico,≤100
Rhode Island,2060
South Carolina,9095
South Dakota,2104
Tennessee,19713
Texas,75410
Unknown,102
Utah,6295
Vermont,2297
Virgin Islands (U.S.),≤100
Virginia,22276
Washington,17619
"Washington, District of Columbia",8853
West Virginia,4929
Wisconsin,37737
Wyoming,1661
