Location name,Amount spent (EUR)
Attica (region),2751
Central Greece (region),208
Central Macedonia,1088
Crete,327
Eastern Macedonia and Thrace,256
Epirus (region),118
Ionian Islands (region),≤100
Northern Aegean,≤100
Peloponnese (region),220
Southern Aegean,141
Thessaly,463
Unknown,≤100
Western Greece,304
Western Macedonia,102
