Location name,Amount spent (VND)
An Giang Province,36433
Bà Rịa–Vũng Tàu Province,109591
Bình Dương Province,104626
Bình Phước Province,44193
Bình Thuận Province,31386
Bình Định Province,44347
Bạc Liêu Province,28388
Bắc Giang Province,164359
Bắc Kạn Province,10884
Bắc Ninh Province,78388
Bến Tre Province,27792
Cao Bằng Province,8946
Cà Mau Province,27911
Cần Thơ,127634
Da Nang,187296
Gia Lai Province,270185
Haiphong,272162
Ho Chi Minh City,837791
Hà Giang Province,11971
Hà Nam Province,32163
Hà Tĩnh Province,97625
Hòa Bình Province,48931
Hưng Yên Province,85809
Hải Dương Province,156972
Hậu Giang Province,4117
Khánh Hòa Province,66937
Kiên Giang Province,36333
Kon Tum Province,103630
Lai Châu Province,2370
Long An Province,50938
Lào Cai Province,7146
Lâm Đồng Province,36779
Lạng Sơn Province,30150
Nam Định Province,98043
Nghệ An Province,309148
Ninh Bình Province,36026
Ninh Thuận Province,22364
Phú Thọ Province,116497
Phú Yên Province,22964
Quảng Bình Province,30300
Quảng Nam Province,60674
Quảng Ngãi Province,24970
Quảng Ninh Province,338019
Quảng Trị Province,21534
Sóc Trăng Province,20107
Sơn La Province,23346
Thanh Hóa Province,177662
Thái Bình Province,126047
Thái Nguyên Province,122844
Thừa Thiên–Huế Province,276673
Tiền Giang Province,27706
Trà Vinh Province,18353
Tuyên Quang Province,47694
Tây Ninh Province,36791
Vĩnh Long Province,24092
Vĩnh Phúc Province,54189
Yên Bái Province,43903
Điện Biên Province,13948
Đắk Lắk Province,540905
Đắk Nông Province,19029
Đồng Nai Province,188980
Đồng Tháp Province,22185
