Location name,Amount spent (CHF)
Aargau,211
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,147
Basel-Landschaft,≤100
Bern,337
Canton of Geneva,2006
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,122
Fribourg,102
Graubünden,≤100
Jura,≤100
Luzern,1836
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,≤100
Solothurn,≤100
Thurgau,≤100
Ticino,1103
Unknown,≤100
Uri,≤100
Valais,134
Vaud,326
Zug,≤100
Zürich,553
