Location name,Amount spent (NOK)
Akershus,6970
Aust-Agder,864
Buskerud,2163
Finnmark,534
Hedmark,1757
Hordaland,5008
Møre og Romsdal,2346
Nord-Trøndelag,1842
Nordland,1589
Oppland,1506
Oslo,8162
Rogaland,3429
Sogn og Fjordane,1072
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,5180
Telemark,1841
Troms,1349
Unknown,≤100
Vest-Agder,1651
Vestfold,2535
Østfold,1864
