Page ID,Page name,Disclaimer,Amount spent (CZK),Number of ads in Library
60516116431,Člověk v tísni,Člověk v tísni o.p.s.,54436,52
214827221987263,Andrej Babiš,ANO,48766,4
312181048799130,Skupina ČEZ,"ČEZ, a.s.",18542,2
206273352289,ADRA CZ,"ADRA, o.p.s.",14620,40
104768355190287,Sázíme Česko,PlanetWe Rewild s.r.o.,13713,40
102389958091735,Generál Pavel,Petr Pavel,10056,17
109882498582200,Osvoboďme Česko,Budovy21 s.r.o.,7575,2
30575632699,ODS - Občanská demokratická strana,ODS - Občanská demokratická strana,6399,10
728495140691300,Milion chvilek pro demokracii,"Milion Chvilek, z. s.",4482,81
103059308644099,Replastuj.cz,Replastuj.cz,4072,3
179497582061065,Tomio Okamura - SPD,Svoboda a přímá demokracie - SPD,3083,9
178362315106,European Parliament,European Parliament,2754,11
1757913860945739,ORLEN Unipetrol,ORLEN Unipetrol a.s.,2457,5
55876739776,Greenpeace Česká republika,Greenpeace Česká republika,2449,21
1469427909957890,Reportér magazín,Reportér magazín,2429,8
487445514669670,Petr Fiala,ODS - Občanská demokratická strana,2160,4
197010357446014,Ondřej Prokop,Ondrej Prokop,2134,4
34825122262,Časopis Reflex,CZECH NEWS CENTER a. s.,2042,10
605137899592157,STIHL,"Andreas STIHL, spol. s r. o.",2005,4
578342809023884,Jsme fér,Prague Pride,1896,3
149945438407451,Svoboda zvířat,"Svoboda zvířat Plzeň, z.s.",1895,3
58887737763,Hnutí DUHA - Přátelé Země Česká republika,Hnutí DUHA - Přátelé Země Česká republika,1884,11
157741540937883,CARE Česká republika,CARE Česká republika,1769,4
370583064327,Starostové a nezávislí • STAN,Starostové a nezávislí • STAN,1720,2
849315472073267,Charita ve světě / Caritas Czech Republic in the world,Charita Česká republika,1672,6
52479821102,Týdeník Respekt,Týdeník Respekt,1592,7
251656685576,KDU-ČSL,KDU-ČSL,1511,10
264983260329918,Rádio Universum,Kupředu do minulosti s.r.o.,1384,4
517999545027893,IKDP,Petr Sekanina,1327,5
100914301723745,Neodkládej to,Vladimír Borský,1164,1
579215965436046,JSNS,"Člověk v tísni, o.p.s.",1097,17
453697017993990,Aspen Institute Central Europe,Aspen Institute Central Europe,1080,2
299124538476,Zachraňme lesy,Hnutí DUHA - Přátelé Země Česká republika,1046,14
541077242579260,TOPAZ,Petr Sekanina,1045,5
236211929833146,Tomáš Zima,Společnost ZFP s.r.o.,1037,11
574107592700484,Ministerstvo průmyslu a obchodu,Ministerstvo průmyslu a obchodu,989,3
113743658978459,Meltingpot,Meltingpot,939,3
711658465662315,XTV,XTV,892,8
106834174877753,Svět hospodářství,"SH media, spol. s r.o.",861,11
134443820058669,Zbyněk Stanjura,ODS - Občanská demokratická strana,860,2
120461304659141,O2 CZ,O2 Czech republic,828,2
397919187215,Evropská komise v ČR,Evropská komise v ČR,815,1
115589329891193,Konference Budoucnost evropského zemědělství /2022,European Parliament,794,4
176865529179620,"ANO, tohle je Plzeňský kraj",ANO 2011,774,1
203656526961481,Klub Pátečníků - patecnici.cz,Klub Pátečníků s.r.o.,774,11
130631260290858,Piráti Středočeský kraj,Česká pirátská strana,724,1
287618427947052,Volvo Car Česká Republika,Volvo Car Czech Republic s.r.o.,680,1
484488185462817,mujRozhlas,Český rozhlas,671,2
211685455639198,Ministerstvo práce a sociálních věcí,Ministerstvo práce a sociálních věcí,654,3
103430204491217,Robert Šlachta,PŘÍSAHA - občanské hnutí Roberta Šlachty,641,1
284944781875,EURACTIV.cz,EURACTIV.cz,633,19
111210916534,Příběhy bezpráví,"Člověk v tísni, o.p.s.",612,8
693725074166331,Naše zdravotnictví,Naše zdravotnictví,575,6
840906766014124,Jana Mračková Vildumetzová,ANO,490,2
106534015041138,Kohonevolit.cz,Kohonevolit z. s.,490,1
424114981002397,Český rozhlas Plus,Český rozhlas,466,13
155406703122,Arnika,Arnika - Centrum pro podporu občanů,399,2
194467420912201,Já volím děti,Já volím děti,389,10
344542362982337,Heroine.cz,"NextPage Media, s.r.o.",386,16
137301989386,Aktuálně.cz,Aktuálně.cz,382,1
171936526824,EKONOM.cz,"Economia, a.s.",379,4
100955509189359,Redakce NF Svědomí národa,Nadační fond Svědomí národa,350,2
189520154425807,Ministerstvo životního prostředí,Ministerstvo životního prostředí,337,2
