Location name,Amount spent (EUR)
Abruzzo,891
Aosta Valley,≤100
Basilicata,453
Calabria,1232
Campania,3895
Emilia-Romagna,3627
Friuli-Venezia Giulia,835
Lazio,6494
Liguria,1544
Lombardia,8237
Marche,967
Molise,195
Piedmont,3154
Puglia,2770
Sardinia,1181
Sicilia,3093
Trentino-Alto Adige,616
Tuscany,2703
Umbria,620
Unknown,≤100
Veneto,3006
