Location name,Amount spent (USD)
Alabama,8892
Alaska,2181
American Samoa,≤100
Arizona,20489
Arkansas,5859
California,96933
Colorado,18769
Connecticut,9053
Delaware,3068
Florida,76749
Georgia,22276
Guam,≤100
Hawaii,3355
Idaho,4527
Illinois,38266
Indiana,24288
Iowa,8128
Kansas,7363
Kentucky,10188
Louisiana,16144
Maine,4881
Maryland,33661
Massachusetts,16939
Michigan,27099
Minnesota,24362
Mississippi,7507
Missouri,15801
Montana,9827
Nebraska,4871
Nevada,8162
New Hampshire,6820
New Jersey,28423
New Mexico,4282
New York,67365
North Carolina,27477
North Dakota,1362
Northern Mariana Islands,≤100
Ohio,39677
Oklahoma,11256
Oregon,11636
Pennsylvania,49198
Puerto Rico,≤100
Rhode Island,2239
South Carolina,11116
South Dakota,1522
Tennessee,19973
Texas,114631
Unknown,106
Utah,7483
Vermont,1949
Virgin Islands (U.S.),≤100
Virginia,25298
Washington,19926
"Washington, District of Columbia",9916
West Virginia,5159
Wisconsin,17207
Wyoming,1174
