Page ID,Page name,Disclaimer,Amount spent (THB),Number of ads in Library
114064125050352,Kinokuniya,These ads ran without a disclaimer,3169,2
108515294626891,สอบข้าราชการท้องถิ่น By Thurakan,Chiraphorn Thuree,1181,4
137096719666941,Siam Paragon,These ads ran without a disclaimer,1133,3
313878955456130,Singha Estate,These ads ran without a disclaimer,1056,3
280774005397596,TERRA BKK,These ads ran without a disclaimer,921,2
100385865858225,D-vote,These ads ran without a disclaimer,878,51
147998405256852,Karnkanok Property,These ads ran without a disclaimer,782,4
106664485191987,EDGE Invest,EDGE Invest,725,4
104427797605274,พี่ต่อ ดร.เฉลิมชัย ศรีอ่อน “คำไหน-คำนั้น”,พี่ต่อ ดร.เฉลิมชัย ศรีอ่อน “คำไหน-คำนั้น”,697,9
345127652279503,มูลนิธิสากลเพื่อคนพิการ,มูลนิธิสากลเพื่อคนพิการ,547,2
101504656149099,Peace Sasipatra  - พีซ ศศิร์ภัทรา,Peace Sasipatra  - พีซ ศศิร์ภัทรา,525,2
115922723434700,ครูเจพีสรุปย่อ for Teacher,ครูเจพีสรุปย่อ for Teacher,481,4
190923294988741,สอบครูผู้ช่วยนะ,สอบครูผู้ช่วยนะ,471,4
546416699215073,ห้องสื่อครูคอม,Krisada Khamma,385,1
100624122148338,โรงพยาบาลรวมใจรักษ์ สุขุมวิท 62 Ruamjairak Hospital Sukhumvit 62,โรงพยาบาลรวมใจรักษ์ สุขุมวิท 62 Ruamjairak Hospital Sukhumvit 62,354,42
244116751842,Lenovo Thailand,These ads ran without a disclaimer,339,1
277665932708957,T.JohConsult,These ads ran without a disclaimer,326,1
105711950893323,The Modernist,บริษัท โอพีเนียน มีเดีย จำกัด,264,3
418226275668422,Primo Service Solutions,These ads ran without a disclaimer,245,1
105125715202609,ส.ส.ไผ่ ลิกค์,ส.ส.ไผ่ ลิกค์,238,2
104562189047455,ธุรกิจออนไลน์ ต้นสาย ประเทศไทย,These ads ran without a disclaimer,235,2
105992549162758,ข่าวชีวิตติดกระแส,บริษัท เดนิส แอดส์ จำกัด,225,3
715838732136310,ธนเดช เพ็งสุข - Tanadej Pengsuk,Tanadej Pengsuk,222,1
418729291509368,สถาบันปรีดี พนมยงค์ Pridi Banomyong Institute,สถาบันปรีดี พนมยงค์ Pridi Banomyong Institute,212,4
106804542303183,สำนักงานกฎหมายทนายใหญ่,สำนักงานกฎหมายทนายใหญ่,202,2
107358051868616,อบรมมหาวิทยาลัยบูรพา,These ads ran without a disclaimer,193,4
105838817755256,วงศ์อะเคื้อ บุญศล - กิ่งแก้ว,วงศ์อะเคื้อ บุญศล - กิ่งแก้ว,192,2
105542256156559,stock2morrow,These ads ran without a disclaimer,191,1
100575398533433,ฉัตร สุภัทรวณิชย์ - Chatr Supatwanich,ฉัตร สุภัทรวณิชย์ - Chatr Supatwanich,182,1
104393812499502,ชีทสรุปกฎหมาย สำหรับสอบราชการ พนักงานราชการ by.kantap,ชีทสรุปกฎหมาย สำหรับสอบราชการ พนักงานราชการ by.kantap,181,1
642954485873040,UOB,These ads ran without a disclaimer,169,1
121551370915174,Meowky Way,Meowky Way,155,1
109253101480638,วรท ศิริรักษ์ - Warot Sirirak,วรท ศิริรักษ์ - Warot Sirirak,142,1
111341764925564,สำนักสนับสนุนการพัฒนาระบบสุขภาพ - สำนัก 7 สสส.,สำนักสนับสนุนการพัฒนาระบบสุขภาพ - สำนัก 7 สสส.,122,2
126520920405,a day,a day,121,1
978155209020109,หรีดต้นไม้แพรกษา,These ads ran without a disclaimer,118,1
114761161642203,ข่าวสด ทุกเรื่องราว,These ads ran without a disclaimer,115,1
110766468644579,อนันต์ ปรีดาสุทธิจิตต์,ณัฐกวิน ปรีดาสุทธิจิตต์,110,2
