Location name,Amount spent (TWD)
Changhua,9138
Chiayi,1920
Hsinchu,3802
Hsinchu City,6454
Hualien,3438
Kaohsiung,30224
Keelung City,3394
Kinmen,621
Lienchiang,≤100
Miaoli,4423
Nantou,4663
New Taipei City,50864
Penghu,785
Pingtung,8702
Taichung,35648
Tainan,20435
Taipei,38376
Taitung,2757
Taoyuan City,31476
Unknown,3969
Yilan,3032
Yunlin,5052
