Page ID,Page name,Disclaimer,Amount spent (PKR),Number of ads in Library
200480966638039,Supremacy 1914,These ads ran without a disclaimer,7484,2
108032181861181,SUNO TV,SUNO TV,7078,8
97429917898,ProPakistani,ProPakistani,4655,5
448981518645687,Chaudhary Shahid Bashir,Chaudhary Shahid Bashir,4377,3
109493084543028,Four Corners with Tarar,NEXT TV,3402,1
104901805715054,Syeda Rubina Zahra Gardezi,Syeda Rubina Zahra Gardezi,2951,9
1570918639608443,Ch Arshad Warraich,Ch Arshad Warraich,2791,1
107703715013954,JTR Media House,JTR Media House,2506,4
111021638285303,Chaudhry Aurangzeb,Chaudhry Aurangzeb,2280,2
204305176293161,Alamgir Khan,Alamgir Khan,2265,2
133648753466105,Group Development Pakistan,Group Development Pakistan,2256,4
103238092691017,Muhammad Rafiq,Muhammad Rafiq,1947,1
543755195637715,Mian Aslam,Mian Aslam,1917,2
977981842265214,Pukaar,Pukaar,1840,3
103720225643302,Chaudhry ijaz Ahmad Ranian,Chaudhry ijaz Ahmad Ranian,1776,4
145394629423894,K2K,Zohaib Ali,1732,2
296190173796957,MEGA Lifestyle & Fashion,These ads ran without a disclaimer,1307,2
131789133499489,Khubaib Foundation,These ads ran without a disclaimer,1181,1
407889229718531,Sardar Tanveer Ilyas Khan,Sardar Tanveer Ilyas Khan,1176,2
113223601404356,CH Imran Saleemi Official,Ahsan Ur Rehman,1159,1
111848684746828,Neo Digital,Neo Digital,1107,1
252434368713670,Humayun Akhtar Khan,Humayun Akhtar Khan,980,1
196186547486631,Mahr Mohsin Raza,Mahr Mohsin Raza,857,3
102512988446390,,These ads ran without a disclaimer,854,2
148143495361532,Hafiz Farhat Abbas,Hafiz Farhat Abbas,765,1
111842871658651,Mian Abdul Rauf Fans PP 66,Mian Abdul Rauf Advocate,721,5
115445627811504,Muhammad Kashif Mairaj,Muhammad Kashif Mairaj,710,1
101737024836683,Anjuman-E-Tajran انجمن تاجران,Mujahid Maqsood Butt,700,1
108727162154282,Azhar Iqbal,Azhar Iqbal,634,2
1114193285282308,Abdullah Khan Dummer,Abdullah Khan Dummer,613,2
101160702224736,White News,White News,594,1
101007071249939,Ansir Mehmood Sandhu,Ansir Mehmood Sandhu,589,1
118592938221174,ZTE Corporation,These ads ran without a disclaimer,523,1
1864873117163374,Bilal Aslam Bhatti,Bilal Aslam Bhatti,501,1
109564505384985,,These ads ran without a disclaimer,500,1
109812220412504,Musa Habib Raja,Musa Habib Raja,500,1
668701066598159,مجلس حكماء المسلمين,These ads ran without a disclaimer,498,1
120437430938970,Syed Mohammad Kirmani,Syed Mohammad Kirmani,498,1
105690462092880,MM News Videos,MM Digital PVT LTD,497,1
331162064082895,Atta Ur Rehman,Asad Iftikhar,494,1
361971188258443,Syed Tariq Mahmood ul Hassan,Syed Tariq Mahmood ul Hassan,382,3
1641046306134276,Muhammad Arshad Farooq,Muhammad Arshad Farooq,354,1
104140455004423,Rao usman ali khan PP.62,These ads ran without a disclaimer,324,2
110354040509577,Pakistan Inqalabi Party,These ads ran without a disclaimer,318,1
106429308893380,One Nation,One Nation,306,1
145394629423894,K2K,These ads ran without a disclaimer,300,1
108876282120706,Qazi Shafiq,Qazi Shafiq,297,1
118561084516561,,These ads ran without a disclaimer,294,1
106119787773985,MEDIA TRIAL,Izhar Hameed Memon,283,1
109002920674367,Ali Raza,Ali Raza,279,1
105494315161744,talkdiplomacy,These ads ran without a disclaimer,261,1
108032181861181,SUNO TV,These ads ran without a disclaimer,261,1
299227550122220,Radio Cina Internazionale,These ads ran without a disclaimer,261,2
1805229083060128,Sialkot News Malik Maqsood,These ads ran without a disclaimer,209,1
105657505357448,Rao Sarmad Iftikhar Adv,These ads ran without a disclaimer,196,1
242080882480201,Mian Rizwan Majeed,Mian Rizwan Majeed,169,2
110442325312318,,These ads ran without a disclaimer,159,1
101616456149401,Malik Shahzad Awan,These ads ran without a disclaimer,149,1
389438921109161,Touseef Abbasi,Touseef Abbasi,148,1
123228934049898,,These ads ran without a disclaimer,138,5
101405739496330,Awal Sher,These ads ran without a disclaimer,108,1
105963665254430,魅力台州 Charm of Taizhou,These ads ran without a disclaimer,≤100,1
102196395852291,Yummy Sanmen,These ads ran without a disclaimer,≤100,1
255283668478965,,These ads ran without a disclaimer,≤100,1
245652245513294,ان گنے لفظوں کی کہانیاں,These ads ran without a disclaimer,≤100,1
1339371959436992,哥倫布 Columbus,These ads ran without a disclaimer,≤100,1
100704485764034,Online Quran Academy007,Online Quran Academy007,≤100,1
111802044914153,pseudoholistic,These ads ran without a disclaimer,≤100,1
311375192273111,Ch Mahboob Alam Sandhu,These ads ran without a disclaimer,≤100,1
101428831703072,Team Omar Ayub Haripur,These ads ran without a disclaimer,≤100,1
111414593682088,CNPC Russian,These ads ran without a disclaimer,≤100,1
142329112477770,البنك الدولي,These ads ran without a disclaimer,≤100,1
435381440344317,Dylan Ogline,These ads ran without a disclaimer,≤100,1
198454000189884,REW.ca,These ads ran without a disclaimer,≤100,1
2238793973101135,Leonardo Ferraz,These ads ran without a disclaimer,≤100,1
101251422421720,The CAT Diaries,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,2
113317880352732,TSF - The Silly Feed,These ads ran without a disclaimer,≤100,1
100399056233121,Maisa Paiva,These ads ran without a disclaimer,≤100,1
186449458086272,Afzal Butt,These ads ran without a disclaimer,≤100,1
112220134851421,Under the Sisterhood,These ads ran without a disclaimer,≤100,1
