Location name,Amount spent (BRL)
Acre (state),419
Alagoas,1715
Amapá,554
Amazonas,3779
Bahia,6439
Ceará,5456
Espírito Santo,2885
Federal District,2773
Goiás,4818
Maranhão,3849
Mato Grosso,3866
Mato Grosso do Sul,2213
Minas Gerais,18187
Paraná,9131
Paraíba,2124
Pará,4105
Pernambuco,6400
Piauí,1837
Rio Grande do Norte,2124
Rio Grande do Sul,9010
Rio de Janeiro (state),12520
Rondônia,1085
Roraima,495
Santa Catarina,6632
Sergipe,1426
São Paulo (state),39838
Tocantins,901
Unknown,≤100
