Location name,Amount spent (MYR)
Johor,960
Kedah,424
Kelantan,733
Kuala Lumpur,1695
Labuan,≤100
Malacca,181
Negeri Sembilan,376
Pahang,162
Penang,731
Perak,272
Perlis,≤100
Putrajaya,≤100
Sabah,314
Sarawak,759
Selangor,3690
Terengganu,284
Unknown,≤100
