Page ID,Page name,Disclaimer,Amount spent (CAD),Number of ads in Library
167800183238142,YourAlberta (Government of Alberta),Government of Alberta,6536,44
11392874217,Québec solidaire,Québec solidaire,2673,10
163336718421,PSAC - AFPC,PSAC - AFPC,2210,49
194782249201,Canadian Association of Petroleum Producers (CAPP),Canadian Association of Petroleum Producers,2100,75
6319213302,Heart & Stroke,Heart & Stroke,1617,28
154462904588700,Enbridge Gas,Enbridge Gas,1504,89
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,1496,41
2112106495731697,Wild First,Canadian Coastal Research Society,1228,22
139019864276,Oxfam Canada,Oxfam Canada,1194,46
168617319831578,Nature Canada,Nature Canada,1020,1
203652059653094,Government of British Columbia,Government of British Columbia,973,7
115835521825983,UNHCR Canada,UNHCR Canada,961,126
1097840090260804,National Police Federation,National Police Federation,932,100
172145722975250,PressProgress,PressProgress,924,90
197337921788,Dying With Dignity Canada,Dying With Dignity Canada,703,34
268400032839,Croix-Rouge canadienne,Croix-Rouge canadienne,694,22
53321777320,Coeur + AVC,Coeur + AVC,673,23
109045051805492,Made The Canadian Way,Canadian Energy Centre,613,4
261752512263,Canadian Red Cross,Canadian Red Cross,534,25
625254780822339,CUPE Manitoba,CUPE MB,533,10
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,532,45
113297740077607,Canadian Energy Centre,Canadian Energy Centre,529,6
186062823629,Québec sans tabac,Conseil québécois sur le tabac et la santé,514,12
633812813408377,Elections Canada,Elections Canada,491,12
404950259547092,Scarborough Health Network Foundation,SHN with Facebook ad credits,456,19
117109432079,CAMH Foundation,CAMH Foundation,435,38
146592973368,Sunnybrook Health Sciences Centre,Sunnybrook Foundation,430,34
19750184960,Greenpeace Canada,Greenpeace Canada,421,182
114849617772737,Care2 Canada,Press Pause Collective,387,16
184856436064,Canadian Centre for Child Protection,Canadian Centre for Child Protection,386,5
1534982756793690,Foodvisor,These ads ran without a disclaimer,361,3
35715544220,Stand.earth,Stand.earth,361,3
336963316348550,Ucore Rare Metals Inc.,Ucore Rare Metals Inc.,359,1
386234648495459,Home Care Ontario,Home Care Ontario,347,15
177681485609462,Radio-Canada,Radio-Canada,326,37
107670711947328,Only One CA,"Only One, Inc.",323,17
107385241806,Plan International Canada,Plan International Canada,315,40
104853517861788,Surrey’s Say on Policing,National Police Federation,312,13
652812671407912,Selam Debs,Selam Debs,304,40
281999881613,World Vision Canada,World Vision Canada,301,7
111064284385333,Notjustajob.ca,NotJustAJob.ca,301,15
177741812241442,SCFP-Québec,le SCFP,297,27
33730130515,Metro Vancouver,Metro Vancouver,275,24
7522587804,Green Party of Ontario,Green Party of Ontario,266,4
106554951025368,TUAC 500,TUAC section locale 500,265,2
21751825648,Justin Trudeau,Liberal Party of Canada | Parti libéral du Canada,263,167
102794729214729,Avoid the Shock,Insurance Bureau of Canada,258,7
54125409458,Oxfam-Québec,Oxfam-Québec,256,8
5794733873,David Suzuki Foundation,David Suzuki Foundation,254,38
152467601467262,BMO Groupe financier,BMO Financial Group,251,10
222322717930469,Government of New Brunswick,Government of New Brunswick,235,1
104386908631938,Pathways Alliance,Pathways Alliance,222,6
176256900912,Saskatchewan Party,The Saskatchewan Party,207,2
263417217038472,Forest Products Association of Canada,Forest Products Association of Canada,205,9
699059076842903,Canadian Race Relations Fdn / Fondation canadienne des relations raciales,Canadian Race Relations Foundation,200,5
465152633548835,Generation Squeeze,Generation Squeeze,198,1
150435931672156,Élections Québec,Élections Québec,196,19
190502667652613,Canada’s NDP / Le NPD du Canada,Canada’s NDP / Le NPD du Canada,184,11
257741694238490,Collège des médecins du Québec,Collège des médecins du Québec,177,6
568938803293644,True North,True North,173,4
1553269028327267,Star Sponsored,The Toronto Star,173,3
106360778489053,Fuelling Canada,Canadian Gas Association,168,91
1391594234280994,"Liquor, Gaming and Cannabis Authority of Manitoba","Liquor, Gaming and Cannabis Authority of Manitoba",166,8
106917558391358,Alliance Nouvelles voies,Pathways Alliance,163,2
25128859552,The Canadian Encyclopedia,Historica Canada,162,20
158469129085,TVO,TVO Today,157,1
100999094747422,Land Needs Guardians,Land Needs Guardians,156,4
256967407720183,LEO,Léger,155,22
121818350969,AUPE - Alberta Union of Provincial Employees,Alberta Union of Provincial Employees,149,27
127923173900910,Ontario Federation of Agriculture,Ontario Federation of Agriculture,148,10
9226212436,SaskPower,SaskPower,146,2
367461053332566,Community-Based Research Centre - CBRC,Community-Based Research Centre,143,9
619390841527511,CUPE 5430,CUPE 5430,140,15
214866875236330,PROMIS,Promis Immigration,136,17
179726942700557,Manitoba Health Coalition - MHC,Manitoba Health Coalition,135,9
14742445214,BC Green Party,BC Green Party,132,27
102862259754198,MS.ThingsIsee,KELLY-ANN P JONES,128,4
169042736456594,All Out,ConnectAd,127,18
180862678644381,Ontario NDP,Ontario NDP,122,22
143249880633,World Animal Protection Canada,World Animal Protection Canada,121,12
39315431246,Fair Vote Canada/Représentation équitable au Canada,Fair Vote Canada/Représentation équitable au Canada,119,3
104128641336287,Indigenous Resource Network,Indigenous Resource Network,119,15
313429995379496,Saskatchewan Union of Nurses,Saskatchewan Union of Nurses,118,13
222039741253078,CUPE Saskatchewan,CUPE Saskatchewan,117,9
152759126824,Enbridge,Enbridge,114,2
405377872902754,Canada Action,Canada Action,110,12
1533253713597302,Elisabeth Léger,Elisabeth Leger,110,4
278388139026064,Patrick Brown,Patrick Brown,107,9
97884715512,Canadian Museum for Human Rights,Canadian Museum for Human Rights,104,1
187805263715,RÉZO,RÉZO,102,1
113305766875943,SIDE-Sommet international de l'écocitoyenneté,SIDE-Sommet international de l'écocitoyenneté,101,84
259187344111223,Coastal First Nations,Coastal First Nations,101,32
590117937780756,Oil Sands Action,Canada Action,101,5
121222984568561,Amnesty International Canada,Amnesty International Canada,≤100,50
106183171866567,Fairness for Drivers,Fairness for Drivers,≤100,7
198229696981685,Canadian Horse Defence Coalition,Canadian Horse Defence Coalition,≤100,1
31912359596,University of Saskatchewan,University of Saskatchewan,≤100,30
168973503131279,Mission Old Brewery,Mission Old Brewery,≤100,53
104152709183684,Convenience Retailers 4 SC,Convenience Retailers Alliance,≤100,48
106764462731658,Honest Reporting Canada,Honest Reporting Canada,≤100,8
106432095003415,Our Nova Scotia RCMP,National Police Federation,≤100,22
212365802133370,New Brunswick Nurses Union (NBNU-SIINB),New Brunswick Nurses Union,≤100,8
110119109055867,UBC Sustainability,UBC Sustainability,≤100,4
60266912006,Liberal Party of Canada | Parti libéral du Canada,Liberal Party of Canada | Parti libéral du Canada,≤100,54
233017897569896,Emplois en régions,Emplois en régions,≤100,21
170302253034818,Conseil québécois de la coopération et de la mutualité,Conseil québécois de la coopération et de la mutualité,≤100,1
211536155525838,ICI Estrie,ICI Estrie,≤100,43
