Location name,Amount spent (EUR)
Harju County,1470
Hiiu County,≤100
Ida-Viru County,112
Järva County,≤100
Jõgeva County,≤100
Lääne County,≤100
Lääne-Viru County,111
Pärnu County,101
Põlva County,≤100
Rapla County,≤100
Saare County,≤100
Tartu County,296
Unknown,≤100
Valga County,≤100
Viljandi County,≤100
Võru County,≤100
