Location name,Amount spent (TWD)
Changhua,5424
Chiayi,1073
Hsinchu,2617
Hsinchu City,5533
Hualien,2665
Kaohsiung,20482
Keelung City,2481
Kinmen,421
Lienchiang,≤100
Miaoli,2728
Nantou,2097
New Taipei City,32312
Penghu,852
Pingtung,4636
Taichung,22365
Tainan,13012
Taipei,28214
Taitung,1325
Taoyuan City,19648
Unknown,2487
Yilan,2238
Yunlin,3311
