Page ID,Page name,Disclaimer,Amount spent (HNL),Number of ads in Library
114601521910,Jorge Aldana,Jorge  Aldana,3220,7
1392592317738074,Jorge Cálix,Jorge Cálix,1231,6
919092984894463,Partido Salvador de Honduras,Cordelia Ordoñez,453,1
153003381515332,Cespad - Centro de Estudio para la Democracia,Centro de Estudio para la Democracia (Cespad),251,2
104599735671754,Goberna Honduras,Goberna Honduras,209,7
130202453827085,Asociacion Calidad de Vida,Asociación Calidad de Vida,150,2
491553204198958,Revistazo.com,Revistazo.com,145,1
483441215141189,ASJ Honduras,Asociación para una Sociedad más Justa,123,1
486382251906084,Honduras El Pais,Diario El  Pais.hn,≤100,3
2091152541182518,OLACEFS,These ads ran without a disclaimer,≤100,1
106351952253836,Importaciones Portillo02,These ads ran without a disclaimer,≤100,1
107329544831360,Commission on Human Rights Region 02,These ads ran without a disclaimer,≤100,1
1505375433090504,Televizion,These ads ran without a disclaimer,≤100,1
103193692690093,Green Feed,These ads ran without a disclaimer,≤100,1
94199711897,Hábitat para la Humanidad,These ads ran without a disclaimer,≤100,3
502665456448329,Federico Barolin,These ads ran without a disclaimer,≤100,1
75608370019,United States Institute of Peace,These ads ran without a disclaimer,≤100,1
100696642943720,Daily Green,These ads ran without a disclaimer,≤100,1
19740928752,World Animal Protection,These ads ran without a disclaimer,≤100,2
110919974897108,SH,These ads ran without a disclaimer,≤100,1
