Location name,Amount spent (CHF)
Aargau,229
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,143
Basel-Landschaft,≤100
Bern,362
Canton of Geneva,631
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,157
Fribourg,164
Graubünden,≤100
Jura,≤100
Luzern,103
Neuchâtel,112
Schaffhausen,407
Schwyz,≤100
Solothurn,≤100
Thurgau,≤100
Ticino,≤100
Unknown,≤100
Uri,≤100
Valais,180
Vaud,463
Zug,≤100
Zürich,2264
