Location name,Amount spent (NZD)
Auckland Region,5108
Bay of Plenty Region,960
Canterbury,1702
Cook Islands,≤100
Gisborne District,136
Hawke's Bay,501
Manawatu-Wanganui,711
Marlborough Region,123
Nelson Province,182
Niue,≤100
Northland Region,542
Otago,692
Southland,290
Taranaki,334
Tasman District,105
Unknown,≤100
Waikato,1253
Wellington Region,1411
West Coast,≤100
