Location name,Amount spent (CHF)
Aargau,341
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,219
Basel-Landschaft,129
Bern,425
Canton of Geneva,838
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,234
Fribourg,194
Graubünden,≤100
Jura,≤100
Luzern,1042
Neuchâtel,109
Schaffhausen,≤100
Schwyz,≤100
Solothurn,114
Thurgau,282
Ticino,342
Unknown,≤100
Uri,≤100
Valais,274
Vaud,469
Zug,≤100
Zürich,926
