Location name,Amount spent (VEF)
Amazonas,102501
Anzoátegui,3312852
Apure,1442514
Aragua,3627855
Barinas,2837848
Bolívar (state),4762821
Capital District,6695984
Carabobo,4945689
Cojedes,842508
Delta Amacuro,157501
Falcón,2207842
Guárico,1570015
Lara,4015621
Miranda (state),3012821
Monagas,2000000
Mérida,2784247
Nueva Esparta,1750000
Portuguesa,1750000
Sucre,1597515
Trujillo,1115332
Táchira,15040783
Vargas,1000000
Yaracuy,2060340
Zulia,9801285
