Page ID,Page name,Disclaimer,Amount spent (ISK),Number of ads in Library
737169626371453,Heimildin,Stundin,18846,7
152804904889,Samfylkingin,Samfylkingin,5465,1
128854307193614,Landsvirkjun,Landsvirkjun,3034,2
164555479899,Samfylkingin í Hafnarfirði,Samfylkingin í Hafnarfirði,2043,1
276600879474149,Icelandic Wildlife Fund,The Icelandic Wildlife Fund,1988,2
154893001218870,ADHD samtökin,ADHD samtökin,1862,4
573559522797177,Flokkur fólksins,Flokkur Fólksins,1840,1
396010277151129,Sjálfstæðisfélag Seltirninga,Sjálfstæðisfélag Seltirninga,1681,3
423451321043674,Vinstrihreyfingin - grænt framboð,Vinstrihreyfingin - grænt framboð,1503,1
196907954119033,Orkustofnun,Orkustofnun,1312,1
103123311914005,Elva Hrönn Hjartardóttir,Elva Hrönn Hjartardóttir,1193,5
357896717565932,Jóhanna Gunnarsdóttir í stjórn VR 2023,These ads ran without a disclaimer,1122,1
1259808350720927,Þorgerður Katrín Gunnarsdóttir,Viðreisn,779,1
276274722490886,Alþýðusamband Íslands - ASÍ,These ads ran without a disclaimer,727,1
162409941250265,Sanna Reykjavík,Sósíalistaflokkur Íslands,690,1
103357006018056,Kjósum Helgu Ingólfs í stjórn VR 2023-2025,These ads ran without a disclaimer,612,1
107002601345017,VÁ - Félag um vernd fjarðar,These ads ran without a disclaimer,531,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,305,1
626846780726124,Viðreisn,Viðreisn,286,2
441539862613489,Foreldrasamtök gegn áfengisauglýsingum,Árni Guðmundsson,234,1
165630723862615,Andríki,Andríki,213,1
725505594135727,Adventure Escape,These ads ran without a disclaimer,144,1
430089884101936,Þingflokkur Pírata,Þingflokkur Pírata,135,1
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,≤100,1
74872201965,Dan David Prize,These ads ran without a disclaimer,≤100,1
297004519250,The Script Lab,These ads ran without a disclaimer,≤100,1
1744911689126391,12up,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
669307523469574,EveryJew,These ads ran without a disclaimer,≤100,3
