Location name,Amount spent (VEF)
Amazonas,≤100
Anzoátegui,1653675
Apure,750000
Aragua,2227761
Barinas,1771438
Bolívar (state),2026801
Capital District,4501962
Carabobo,5302742
Cojedes,500000
Delta Amacuro,≤100
Falcón,672865
Guárico,500000
Lara,1830437
Miranda (state),2088418
Monagas,1271438
Mérida,1426430
Nueva Esparta,500000
Portuguesa,500000
Sucre,500000
Trujillo,412981
Táchira,2615250
Unknown,≤100
Vargas,477760
Yaracuy,976998
Zulia,30654629
