Location name,Amount spent (NOK)
Akershus,3486
Aust-Agder,591
Buskerud,1910
Finnmark,399
Hedmark,902
Hordaland,3554
Møre og Romsdal,1613
Nord-Trøndelag,763
Nordland,1234
Oppland,869
Oslo,7428
Rogaland,2855
Sogn og Fjordane,615
Sør-Trøndelag,2647
Telemark,766
Troms,1011
Unknown,≤100
Vest-Agder,1363
Vestfold,1330
Østfold,1468
