Location name,Amount spent (ARS)
Buenos Aires,1266346
Catamarca,71977
Chaco,96545
Chubut,217595
Ciudad Autónoma de Buenos Aires,238616
Corrientes,42759
Córdoba,2129419
Entre Rios,89425
Formosa,26060
Jujuy,156738
La Pampa,183326
La Rioja,101410
Mendoza,169276
Misiones,189507
Neuquén,2223690
Río Negro,613249
Salta,428672
San Juan,196065
San Luis,108390
Santa Cruz,23372
Santa Fe,312863
Santiago del Estero,25346
Tierra del Fuego,105056
Tucuman,167384
Unknown,≤100
