Location name,Amount spent (CHF)
Aargau,726
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,530
Basel-Landschaft,198
Bern,1014
Canton of Geneva,2077
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,517
Fribourg,367
Graubünden,203
Jura,≤100
Luzern,395
Neuchâtel,227
Schaffhausen,112
Schwyz,192
Solothurn,224
Thurgau,298
Ticino,338
Unknown,≤100
Uri,≤100
Valais,418
Vaud,940
Zug,119
Zürich,2961
