Page ID,Page name,Disclaimer,Amount spent (GBP),Number of ads in Library
26698813123,British Red Cross,British Red Cross,40062,9
33268280976,Disasters Emergency Committee (DEC),Disasters Emergency Committee (DEC),10568,67
102639461303190,Fair Pay For All,Fair Pay For All,9084,198
7715002593,UNICEF UK,Unicef UK,8062,12
220543443746,International Rescue Committee - UK,International Rescue Committee UK,4802,5
311627208673,WWF UK,WWF UK,2472,55
9250349228,Greenpeace UK,Greenpeace UK,2221,27
353224381469808,ifaw,IFAW,2074,23
360322167647280,"Mayor of London, Sadiq Khan",The Greater London Authority,1934,77
799576543492660,The Week Junior,The Week Junior,1770,60
10677003998,Shelter,Shelter,1769,261
158077247591710,Refuge,Refuge,1447,101
514212165305248,Leigh Day,Leigh Day,1278,111
121936349543,World Vision UK,World Vision UK,1199,26
7043497714,Christian Aid,Christian Aid,1196,42
35671512696,World Animal Protection UK,World Animal Protection UK,1192,73
483680375497477,Shell Energy,Shell Energy Retail Limited,1124,20
394936823930287,Age International,Age International,901,19
7527864602,WaterAid UK,WaterAid UK,843,49
13047522725,Crimestoppers,Crimestoppers,839,104
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,790,9
1613092172114946,DWP Digital,Department for Work and Pensions,772,4
7624294394,Amnesty International UK,Amnesty International UK,751,35
55984857501,Open Doors UK & Ireland,Open Doors with Brother Andrew,747,1
21242962092,ClientEarth,ClientEarth,675,10
348366988862054,Oxfam Campaigns,Oxfam Great Britain,675,10
10499876484,Compassion in World Farming,Compassion in World Farming,659,142
177855115588808,The Week UK,The Week UK,649,31
108951391565231,Help to Heat,Huw John Llewellyn,642,16
1160491283986885,Parent Club Scotland,Parent Club Scotland,629,21
59367068326,The Ramblers,The Ramblers,627,10
6366026879,Dogs Trust,Dogs Trust,614,8
1634484040190637,VERSUS,VERSUS,607,1
18168505158,The Woodland Trust,Woodland Trust,550,57
263162170381168,The Salvation Army United Kingdom and Ireland Territory,The Salvation Army United Kingdom with the Republic of Ireland,516,24
109602554296513,Your Funded Energy Solution,Huw John Llewellyn,503,18
101255718164248,350 UK,350.org,481,15
45986010500,Barnardo's,Barnardo's,479,11
107310464728068,Britain Remade,BRM Futures Limited,476,20
165099760197787,Welsh Government,Welsh Government,462,165
841894835830532,Electoral Commission UK,Electoral Commission UK,452,15
339810463063059,Conflict Of Nations : World War 3,These ads ran without a disclaimer,452,1
106946654868342,Water's Worth Saving,Water UK,450,139
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),428,32
39605200520,ActionAid UK,ActionAid UK,424,17
104677264773039,We Eat Balanced,Agriculture and Horticulture Development Board,424,17
102639461303190,Fair Pay For All,Maddison Clarke,387,30
1738524969810037,Mission India UK,Mission India UK,386,6
11965205188,Practical Action,Practical Action,377,15
208573062515662,Freedom from Torture,Freedom from Torture,342,34
159100234275780,UK Government Scotland,Office of the Secretary of State for Scotland,325,3
713179875369048,London Gov,The Greater London Authority,301,9
1046117708754519,Care4Calais,Care4Calais,294,22
274651352565844,Oltco Ltd,Oltco Ltd,263,112
105089668861235,Hello Hydrogen,These ads ran without a disclaimer,252,9
25749647410,The Labour Party,The Labour Party,248,318
47612991154,Dignity in Dying,Dignity in Dying,243,7
211614899544570,Long Live The Local,British Beer & Pub Association,243,14
912590792245688,NHS Negligence Claims,Online Legal Limited,237,1
328457661378085,Humanity & Inclusion UK,Humanity & Inclusion UK,233,14
105325515394672,Local Recovery,Local Recovery,231,29
18044497940,Plan International UK,Plan International UK,224,28
249209468838241,Good Law Project,Good Law Project,224,31
264444526901270,Human Aid & Advocacy,Human Aid & Advocacy,219,6
175338329150218,Help For Heroes,Help for Heroes,218,141
1645963095654688,Healthier Scotland,The Scottish Government,216,4
175584152579855,Unite the union,Unite the union,204,1
603389616739829,Bite Back 2030,Bite Back 2030,204,4
490007667679401,Hugh James,Hugh James,201,5
241312696375349,National Education Union,National Education Union,200,3
103997132615740,Protect Britain's Communities,The Labour Party,195,313
103458012300068,Renters' Reform Coalition,Renters Reform Coalition,192,2
246872175166,Action Against Hunger UK,Action Against Hunger UK,191,22
101958682650112,ESG UK,Energy Saving Grants,191,50
158298700898126,Global Witness,Global Witness,189,18
8555757947,Tearfund,Tearfund,187,6
103835971750,Orbis UK,Orbis UK,184,27
2047806148766050,Animal Equality UK,Animal Equality UK,181,3
175236169235474,"Berks, Bucks and Oxon Wildlife Trust - BBOWT",Berkshire Buckinghamshire and Oxfordshire Wildlife Trust,180,32
547761111920012,Anglian Water - Love Every Drop,Anglian Water,178,7
112712550420527,Ekō UK,SumOfUs,177,1
110538548040758,Care2 UK,John Ayling & Associates,174,20
195754307110390,Right To Life UK,Right To Life UK,174,1
290498754454402,European Movement UK,European Movement UK,167,8
388468641597325,The Political Party with Matt Forde,Fifty Technology,165,10
18366996074,War on Want,War on Want,161,19
698773137204706,Give My View,Built-ID,157,3
88845925295,Fairtrade Foundation,Fairtrade Foundation,155,5
169042736456594,All Out,All Out,147,15
200006375787,38 Degrees,38 Degrees,145,3
101183108039162,P1vital,P1vital,144,9
18933990398,Stonewall,Stonewall UK,143,5
349596960793,Leeds City Council,Leeds City Council,138,15
103528041204183,Times Radio,News UK,135,5
136308776480,Scottish Conservatives,Scottish Conservative & Unionist Party,134,1
657070411062471,Anas Sarwar,Scottish Labour Party,128,3
102734363097680,Group B Strep Support (GBSS),Group B Strep Support (GBSS),127,9
386603161497200,Public Protection - Kent,Kent County Council,125,5
310039442421596,Scottish Labour Party,Scottish Labour Party,124,3
112845639376,Refugee Action,Refugee Action,123,79
585253558594078,Police.uk,Police.uk,120,5
287501884208,Met Office,Met Office,120,2
238394282845251,The Big Issue,The Big Issue,114,2
1586251881644270,Keir Starmer,The Labour Party,110,200
114651147002520,SSE Energy Solutions,SSE,110,7
112712550420527,Ekō UK,Ekō,109,2
323967924444168,YesCymru,YesCymru,107,7
601388547012748,Ecologi,Ecologi,105,20
275241295879466,Blind Veterans UK,Blind Veterans UK,101,38
103216101078525,The LEP,Leeds City Region Enterprise Partnership,≤100,2
212038972186253,Transport for London,Transport for London,≤100,1
358706239805,Scope,Scope,≤100,1
13533633585,National Trust,National Trust,≤100,2
260012884055691,Metropolitan Police Service,Metropolitan Police Service,≤100,1
122052607808255,CAGE,CAGE,≤100,1
110727675184059,Usworth House Solar Farm,BOOM Power,≤100,2
166335402260,Scottish Water,Scottish Water,≤100,1
97708339756,Action for Children,Action for Children,≤100,19
358706239805,Scope,Scope,≤100,17
313376249090900,The Humane League UK,The Humane League UK,≤100,8
104117508042217,Spitting Image,Fifty Technology Ltd.,≤100,4
730993880393394,Michelle O'Neill,Sinn Féin,≤100,34
346684596111093,KinKind,KinKind Ltd,≤100,6
149666996584,Federation of Small Businesses - FSB,Federation of Small Businesses,≤100,7
101558386889,Shelter Scotland,Shelter Scotland,≤100,5
104804655677262,Know Violence Against Women,Cambridgeshire Constabulary HQ,≤100,13
352592201521,Northumberland County Council,Northumberland County Council,≤100,1
358126247463,Speech and Language UK,Speech and Language UK,≤100,90
195913827088337,Doctors of the World UK,Doctors of the World UK,≤100,4
8422578815,Soil Association,Soil Association,≤100,8
237464113074951,Young Women's Trust,Young Women's Trust,≤100,4
32514078659,Liberty,Liberty,≤100,6
106400102087590,Cumberland Council,Cumberland Council,≤100,4
902937653103617,Worcester Bosch,These ads ran without a disclaimer,≤100,1
156798122157,Media Trust,Media Trust,≤100,2
358531814192900,Bloomsbury Publishing UK,Bloomsbury Publishing UK,≤100,7
164362913586214,Womankind Worldwide,Womankind Worldwide,≤100,17
77680316823,Finisterre,Finisterre,≤100,1
569834799727730,National Grid UK,National Grid UK,≤100,7
534501720220577,Transform Trade,Transform Trade,≤100,8
108995912015327,Energy Advice London,Energy Advice London,≤100,22
1660600037490738,Guardian Labs,Guardian Labs,≤100,6
31296838546,BBC Good Food,These ads ran without a disclaimer,≤100,2
303760836322372,Bullen Healthcare,Bullen Healthcare,≤100,22
100553032399423,The Fund for Global Human Rights UK,The Fund for Global Human Rights,≤100,11
139695000173,Good Energy,Good Energy,≤100,13
10672296494,"Institute of Materials, Minerals and Mining (IOM3)",Content With Purpose,≤100,8
419083574829664,Plentific,Plentific,≤100,10
105921025697392,Glimpse,The Glimpse Network LTD,≤100,15
105638751525079,Tythe,The EQ Foundation,≤100,20
157492274367801,Cruelty Free International,Cruelty Free International,≤100,11
2386526881419158,USR Marea Britanie,Uniunea Salvati Romania,≤100,3
20583485166,Diabetes UK,Diabetes UK,≤100,7
111503161740182,AGBI,AGBI,≤100,5
352254431506201,Shout Out UK,Shout Out UK,≤100,11
137385490131,Electoral Reform Society,Electoral Reform Society,≤100,8
114738159729,"Praxis, for Migrants and Refugees","Praxis, for Migrants and Refugees",≤100,22
1863944713844924,Best For Britain,Best for Britain,≤100,5
137491719653536,Governors for Schools,Governors for Schools,≤100,3
106631184620192,The Tenant Support Helpline,Tenant Support Helpline,≤100,1
59304777880,YMCA England & Wales,YMCA England & Wales,≤100,43
126261804063269,Surrey County Council,Surrey County Council,≤100,6
113381307050565,Wild Justice,Wild Justice,≤100,1
152625604758775,Hampshire County Council,Hampshire County Council,≤100,1
388650307829032,Rachel Reeves,Office of Rachel Reeves MP,≤100,6
107675995272328,Westmorland and Furness Council,Westmorland and Furness Council,≤100,4
96128889770,RNIB,RNIB,≤100,3
190194154347100,Llywodraeth Cymru,Llywodraeth Cymru,≤100,126
404114017051274,The Proud Trust,The Proud Trust,≤100,3
1689013614665814,HEINEKEN UK,HEINEKEN UK,≤100,2
106546644550990,The Electric Car Scheme,These ads ran without a disclaimer,≤100,1
19895907944,CAFOD,CAFOD,≤100,23
102652489284681,London Hair and Cosmetic Surgical Centre,Maziar Sadri,≤100,2
134271016653249,World Jewish Relief,World Jewish Relief,≤100,2
105932165739421,London Digital Jobs & Skills Hub,Generation,≤100,2
1536244863288071,Terravesta,Terravesta,≤100,3
102339332569092,Padbury Brook Solar Farm,Padbury Brook Solar Farm,≤100,2
76807881169,Leicestershire Police,Leicestershire Police,≤100,10
6406164817,Viva!,Viva! Vegan Charity,≤100,6
203694469755279,Royal Town Planning Institute,Content With Purpose,≤100,5
37981137361,The Children's Society,The Children's Society,≤100,6
71409503111,Manchester City Council,Manchester City Council,≤100,7
166917856704286,Essex County Council,Essex County Council,≤100,6
319465674441,Game & Wildlife Conservation Trust (GWCT),Game & Wildlife Conservation Trust (GWCT),≤100,1
841989992525255,North Herefordshire Conservatives,North Herefordshire Conservatives,≤100,3
441944932631608,UK Investor Magazine,These ads ran without a disclaimer,≤100,1
484347364910183,Tate Collective,Tate Collective,≤100,2
785862561514599,Meeting Place Communications,MPC,≤100,6
1018398395036765,North West Leicestershire Conservatives,North West Leicestershire Conservative Association,≤100,2
72173293788,Glasgow Science Centre,Glasgow Science Centre,≤100,1
159969930741814,The Wildlife Trusts,The Wildlife Trusts,≤100,9
119937274824522,Derbyshire Police and Crime Commissioner,Derbyshire Police and Crime Commissioner,≤100,10
141500959223137,I love Oldham,Oldham Council,≤100,1
1414985198733772,Jim Allister,Traditional Unionist Voice,≤100,1
1591920221104299,More Than A Score,National Education Union,≤100,4
109324415039999,Oltco Ltd,Oltco Ltd,≤100,6
148276958538181,The Royal Society,The Royal Society,≤100,1
104774828033070,Surrey Heath Lib Dems,Surrey Heath Liberal Democrats,≤100,2
100651718058538,The Commitment,The Commitment,≤100,3
197136347019242,Rathbones Group Plc,These ads ran without a disclaimer,≤100,1
