Location name,Amount spent (TWD)
Changhua,9432
Chiayi,2904
Hsinchu,3620
Hsinchu City,6494
Hualien,3259
Kaohsiung,31896
Keelung City,3754
Kinmen,508
Lienchiang,≤100
Miaoli,4826
Nantou,3157
New Taipei City,52388
Penghu,753
Pingtung,5576
Taichung,37975
Tainan,18264
Taipei,45085
Taitung,1712
Taoyuan City,28601
Unknown,5169
Yilan,3079
Yunlin,4416
