Page ID,Page name,Disclaimer,Amount spent (AUD),Number of ads in Library
177072498997234,NSW Electoral Commission,NSW Electoral Commission,8169,93
532962446729390,Australian Families,Department of Social Services,4182,49
119246428679,NSW Labor,NSW Labor,3514,128
213476079972,Essential Workers Deserve Better,Mark Morey,3232,80
9480502970,Greenpeace Australia Pacific,Greenpeace Australia Pacific,2979,177
682268945137255,Chris Minns,Chris Minns MP,2516,22
44701328033,NSW Liberal Party,"Liberal Party of Australia, NSW Division",2437,16
129209787133659,NSW Nurses and Midwives' Association,NSW Nurses and Midwives' Association,2296,22
112133637214684,Doctors Without Borders / Médecins Sans Frontières (MSF),Médecins Sans Frontières Australia,2273,33
192946087555045,Insurance Council of Australia,Insurance Council Australia,2075,2
8422338499,The Wilderness Society,The Wilderness Society,2001,47
156271657717715,Nature NSW,Nature Conservation Council of NSW,1953,68
350996037887,Beyond Zero Emissions,Beyond Zero Emissions,1658,56
24495551981,The Greens NSW,The Greens NSW,1642,58
14193666340,Australian Conservation Foundation,Australian Conservation Foundation,1626,11
101589645013040,Thrive by Five,Thrive By Five,1480,19
280130718768016,Public Service Association of NSW,Public Service Association of NSW,1366,29
107113675572590,Dirty Dozen,Solutions for Australia,1306,54
10113538711,WWF-Australia,WWF-Australia,1296,6
105228161893855,Climate 200,Climate 200,1061,98
1776727752614025,Glencore,Glencore Australia,1027,9
447447719391089,Health Care Providers Association,Health Care Providers Association,1007,8
495731404149305,Koffels Solicitors & Barristers,Koffels Solicitors and Barristers,943,13
89794331215,Oxfam,Oxfam Australia,929,36
234642499897373,FBEU,Fire Brigade Employees Union,915,6
492074414587353,Judith Hannan - Independent for Wollondilly & The Southern Highlands,Judith Hannan,879,26
76212817063,CARE Australia,CARE Australia,874,12
494820897261439,Bank Australia,Bank Australia,842,30
92824008332,Plan International Australia,Plan International Australia,731,15
182564410468,Australia for UNHCR,Australia for UNHCR,726,133
105931422364976,Jacqui Scruby,Jacqui Scruby,714,19
101934832754638,Joeline Hackman,Joeline Pty Ltd,688,12
328641501156991,United Workers Union,United Workers Union,680,1
1407148622837316,Empowered Communities,Empowered Communities,664,17
106572145637277,Helen Conway for North Shore,Helen Conway,647,6
101013236196328,Victoria Davidson for Lane Cove,Victoria Davidson,603,8
108695110952294,Greens MPs,Greens MPs,596,8
1943258269309425,Equality Australia,Equality Australia,579,8
290700654767295,The Chamber of Minerals and Energy of Western Australia - CMEWA,The Chamber of Minerals and Energy of Western Australia,568,29
68280472472,Queensland Conservation Council,Queensland Conservation Council,561,7
1414406035466037,Jeremy Rockliff,Jeremy Rockliff,551,15
332509390785960,Angie Bell MP,Angie Bell MP,524,3
102123539486514,Roshena Campbell,Liberal Party of Australia,446,5
125812604095801,Invasive Species Council,Invasive Species Council,435,85
345960425540557,The Climate Council,The Climate Council,421,26
352953834815624,Jason Wood MP,Jason Wood MP,407,6
101063326158536,Kellie Sloane - Liberal Candidate for Vaucluse,"Liberal Party of Australia, NSW Division",386,1
149648047339,Save the Children Australia,Save the Children Australia,383,25
102735262506370,Amanda Findley for South Coast,The Greens NSW,380,21
104389532222332,Solutions,Solutions for Australia,375,135
109456968666300,Michael Regan - Independent Candidate for Wakehurst,Michael Regan,373,2
852683904851466,Lyndal Howison - Labor,NSW Labor,360,26
879712192044319,Animal Justice Party NSW,Animal Justice Party NSW,358,27
105030398377778,Renew CQ - Australian Conservation Foundation,Australian Conservation Foundation,358,1
952274664938382,Phillip Thompson OAM MP - Serving Our Community,Philip Bruce Thompson,333,3
106680295615142,Mohit Kumar - Liberal Candidate for Riverstone,"Liberal Party of Australia, NSW Division",333,3
555628917805267,Janelle Saffin - Member for Lismore,NSW Labor,333,5
11775531229,The Chaser,The Chaser,326,10
