Page ID,Page name,Disclaimer,Amount spent (PYG),Number of ads in Library
102266292553995,Sucia Política,Diego Ricardo Ramírez,1269921,8
325540631525675,En La Tecla,En la Tecla,979487,6
242118359309178,Ricardo Estigarribia,Douglas Mateus Hendges,561541,24
124625661665046,Patrick Kemper,Patrick Paul Kemper Thiede,556315,6
1468570519872644,Santiago Peña,PRANA SA,417394,1
102467002671611,Jorge Heisecke,Jorge Heisecke,387819,5
108246601026063,Derlis Rodríguez Diputado 2023,Derlis Manuel Rodríguez Baez,198196,6
110060281794994,Luis Talavera Alegre - Presidente 2023,José Emanuel Ruiz Díaz Bogado,189499,1
114448232558658,Jorge Querey,Jorge Osvaldo Querey Rojas,166912,7
103759862278474,Victor Miranda Py,Clicnovo,150605,4
102940895895901,Victor Herreros Gimenez,Victor Herreros,127165,5
153958777947957,Paulo Reichardt,Paulo Reichardt,125168,1
105902187763083,Edgar A. Colmán - Ministro de la Juventud,Edgar Abdón Colmán Miranda,113908,1
118397948223791,Oscar Tuma,Óscar Luis Tuma Bogado,104725,3
184860595385745,Ing. Roberto Jiménez - Concejal,Roberto Fernando Jimenez Ayala,102743,5
263037407490496,Édgar López Gobernador,Christian Guillermo Vazquez Sanchez,100000,1
517426394969535,Ricardo Canese,Ricardo Canese,87830,5
1856745507987901,Dr. Guillermo Rodriguez Duré,Douglas Mateus Hendges,79699,1
1711765125817047,Aldo Florentin,IMAGEN DE GOBIERNO,76212,3
613341488786700,Miguel Del Puerto,Miguel Angel Del Puerto Silva,73343,5
1011833908887463,Atilio Alegre,IMAGEN DE GOBIERNO,73114,3
1510805942583059,Norma Zarate de Monges,Norma Zarate,62870,2
1659775060937880,Guido González,Rosa Agustin Gonzalez,57832,2
241512319274531,Sixto Pereira,Sixto Pereira,55752,2
110665567053224,DimartinoIntendente,Jorge Dimartino,55400,7
1151984808290856,Hugo Portillo,Hugo Portillo,54899,5
498022813689642,Oscar González Drakeford,IMAGEN DE GOBIERNO,52368,2
338961084535,WWF Paraguay,WWF Paraguay,49761,2
101986861866371,Tía Ida - Diputada 2023,Jazmin Thamara Elizabeth Ortiz De Bonzi,47017,3
103373961784268,Giani Ramírez,Giani Ramírez,42966,2
1441704549436832,Regina Rios,Regina Rios Irala,36697,1
1094373423935985,German Solinger,Grissel Zárate Sotelo,36697,1
100566575581065,Ramón Montanía,Ramón Montania Fernandez,29358,1
430961180344844,EVER VILLALBA,Ever Federico Villalba Martinez,29358,1
106682318781403,Rafaela Guanes Senadora,Rafaela Guanes,29358,1
725834240910220,Noticiero Paraguay,Noticiero Paraguay,21597,2
105545157610039,Euclides Acevedo,Euclides Roberto Acevedo Candia,21376,2
102804492578710,Legalmente Hablando,Nueva Tecno,20000,1
181461032397199,Billy Vaesken,Billy Vaesken,19819,2
105181039022571,Alcides Samudio RAS Diputado,Rumildo Alcides Samudio Peña,19343,1
100385868930919,Federico Wunderlich,DECIDE Movimiento Decisión Ciudadana y Democrática,19232,1
106721948731693,Prof. Aldo Centurión López,Prof. Aldo Centurión López,18755,1
107686348789567,Alberto Ayala 123,Adan Alberto Ayala,18730,2
112692571431064,Jaime Samudio,Maria Irismar Armoa Diaz,18228,1
490637354648727,Ing.Juan Carlos Baruja - Gobernador 2018/2023,Juan Carlos Baruja Fernandez,18087,1
150741961754512,Mercedes Canese Antúnez,Mercedes Canese,17469,3
125249971414945,Hugo Meza,Hugo Joel Meza,15321,1
108232338616875,María Stela Invernizzi,Alejandro David Fernandez Silva,14679,2
114574908102864,Alianza VAMOS Por Boquerón,Alianza Vamos Por Boquerón,13756,1
221829277840831,Luis Alberto Wagner,Luis Alberto Wagner,12845,1
110258800564741,Ing. Luis Riveros,Luis Riveros,11806,1
802326039966661,Paraguayo Cubas Colomés,These ads ran without a disclaimer,11277,1
111912341409356,Centinela del Norte,Centinela del Norte,11253,2
101557432041474,Levi Leguizamón,Levi Leguizamón,11187,2
255852854856739,"Marco Augusto Ferreira, Autor",Marco Augusto Ferreira Acuña,10798,1
255852854856739,"Marco Augusto Ferreira, Autor",Marco Augusto Ferreira Acuña,10798,1
1365651890238610,Soberanía Paraguay,Prensa_Py,8841,1
278226125974096,El Paraguayo Independiente,Paraguayo Independiente,8774,1
107706177740738,Periodismo 29,Periodismo 29,7961,2
109554841853881,Bernardo Barrios,Bernardo Barrios Samudio,7696,1
363306313879750,Marle Chispita Orue,Marlene Tatiana Orue Leon,7669,1
1753251591598763,Dani Mujica,Celso Kevin Ramon Sánchez Florentin,7582,1
141678063114851,Ruben Velazquez,Dalva Natividad Acosta Vallejos,7434,1
106008797475136,Nicolás Verón,Gilberto Nicolas Veron Benitez,7339,1
1644521299000789,Penayo Y ALGO +,Alejandro R Acosta,6710,1
2271652869544024,"Ygnacio  ""Nacho"" Sánchez.",Ygnacio Daniel Sanchez Duarte,6225,1
170330755094107,Marcelo Ramirez,Marcelo Ramirez,5229,1
107892591960886,Lorena Barrios Concejal Departamental,Lorena Barrios,5083,1
149940008355432,CRV International,These ads ran without a disclaimer,1806,1
1518537951510136,Sidinei Heinemann Zuse,Sidinei Heinemann Zuse,1782,1
104876291932729,El Enamorado,These ads ran without a disclaimer,288,1
292129440851133,CropLife Latin America,These ads ran without a disclaimer,228,1
202225953152762,Yomeanimo,These ads ran without a disclaimer,123,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,2
709430982419756,Thermo King Latinoamérica,These ads ran without a disclaimer,≤100,1
1726517690956007,CLAL.it Agrifood,These ads ran without a disclaimer,≤100,1
114797118561022,Breda University of Applied Sciences,These ads ran without a disclaimer,≤100,2
178343122212676,Deafblind International (DbI),These ads ran without a disclaimer,≤100,1
285530825204,Klitschko,These ads ran without a disclaimer,≤100,2
240247849365430,Schindler,These ads ran without a disclaimer,≤100,1
106172784661850,ecoguilty,These ads ran without a disclaimer,≤100,1
208338536239798,This Is Beijing,These ads ran without a disclaimer,≤100,1
1952938905035783,Dialektika,These ads ran without a disclaimer,≤100,1
