Location name,Amount spent (CLP)
Antofagasta Region,134150
Araucanía Region,171546
Arica y Parinacota Region,130291
Atacama Region,57095
Aysén Region,24515
Bío Bío Region,429146
Coquimbo Region,172815
Los Lagos Region,157268
Los Ríos Region,244105
Magallanes y la Antártica Chilena Region,34878
Maule Region,168509
O'Higgins Region,251956
Santiago Metropolitan Region,1510362
Tarapacá Region,74285
Unknown,12778
Valparaíso Region,439724
