Page ID,Page name,Disclaimer,Amount spent (JMD),Number of ads in Library
111367981869928,Alric Campbell,Alric Campbell,1805,3
200480966638039,Supremacy 1914,These ads ran without a disclaimer,749,2
106348682400630,Nova - AI Chatbot,These ads ran without a disclaimer,167,2
111418244757560,Elecnova,These ads ran without a disclaimer,≤100,1
104099512361482,Funnies Now - Magazine,These ads ran without a disclaimer,≤100,1
102257292713372,Alejandra Morales,These ads ran without a disclaimer,≤100,5
