Page ID,Page name,Disclaimer,Amount spent (PLN),Number of ads in Library
122074554119,EU Social,EU Social,7068,9
196334343778888,Polskie Centrum Pomocy Międzynarodowej (PCPM),PCPM with Facebook ad credits,1539,28
102931488739,Platforma Obywatelska,Platforma Obywatelska,1395,17
102811109411234,Do:łącz,Dołącz,1372,4
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,1318,38
178362315106,European Parliament,European Parliament,835,9
469702339755768,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,804,116
228168274881,wysokieobcasy,wysokieobcasy,780,16
57544755889,Amnesty International Polska,Amnesty International Polska,689,29
376660699164364,Rafał Komarewicz - Przewodniczący Rady Miasta Krakowa,Rafał Komarewicz,660,20
178415208919146,Suwerenna Polska,Solidarna Polska,647,10
107898832590939,European Commission,European Commission,575,2
339855706171439,Dobra Fabryka,Dobra Fabryka,554,3
1683534065241470,OKO.press,OKO.press,536,20
391098174296294,Super Express,se.pl,455,15
520444618035778,Grupa EPL w Parlamencie Europejskim,EPP Group in the European Parliament,428,5
312816688890250,Dariusz Matecki,Dariusz Matecki Radny Miasta Szczecin,410,1
308784726230232,Polskie Stowarzyszenie Zero Waste,Polskie Stowarzyszenie Zero Waste,384,2
104623181081757,Budżet Obywatelski Mazowsza,Urząd Marszałkowski Województwa Mazowieckiego,383,26
104884392877324,Alivia,Alivia - Fundacja Onkologiczna,382,9
1581518611867021,Zbigniew Ziobro,Zbigniew Ziobro,375,3
1227194230675141,Pratia,Pratia SA,316,12
105636040979969,Polska 2050,Polska 2050 Szymona Hołowni,302,11
1480642642217482,Marcin Dmowski,Marcin Dmowski,300,1
1937461523203000,Fundacja Promocji Pojazdów Elektrycznych FPPE,Fundacja Promocji Pojazdów Elektrycznych,284,35
513969188677442,Compassion Polska,Compassion Polska,279,10
105745031598028,Campus Polska Przyszłości,Fundacja Campus Polska Przyszłości,275,4
475584852475176,Pozytron,POZYTRON Radiologia Medyczna,263,6
110491392351511,LINK4,LINK4,262,1
749393698434460,Jarosław Krajewski,Jarosław Krajewski,259,5
175966550952,Chrońmy Klimat,Fundacja Instytut na rzecz Ekorozwoju,252,3
108301418501661,Odszkodowania Za Represje 1944-1989,Odszkodowania Za Represje 1944-1989,244,2
113143203693,Santander Bank Polska,Santander Bank Polska,235,5
393084100793680,Wiedza i Praktyka,Wiedza i Praktyka,231,4
252707301407911,Ministerstwo Rolnictwa i Rozwoju Wsi,Ministerstwo Rolnictwa i Rozwoju Wsi,215,1
111202538583395,Inwestowanie w przyszłość 2023,These ads ran without a disclaimer,213,1
648495745485275,Adrian Witczak - radny Tomaszowa Mazowieckiego,Adrian Witczak - radny Tomaszowa Mazowieckiego,212,2
618179678235315,wschód,wschód,211,2
254609585192595,"Prof. Marek GZIK, Przewodniczący Sejmiku Województwa Śląskiego, MBA","Prof. Marek GZIK, Przewodniczący Sejmiku Województwa Śląskiego, MBA",211,3
940058816041174,Federacja Przedsiębiorców Polskich,Federacja Przedsiębiorców Polskich,211,6
561109754080680,Związek Miast Polskich,Związek Miast Polskich,211,5
110058531445574,Janusz Cieszyński,Janusz Cieszyński,211,1
116580465063718,Marcin Meller,Marcin Meller,207,1
110554885250920,Postawmy na młodzież,Stowarzyszenie Projekt Poznań,193,20
163488137165461,E.ON Polska,E.ON Polska,186,4
363474570925082,Jolanta Milas KP,Jolanta Milas KP,178,2
230415296997772,bydgoszcz.pl,bydgoszcz.pl,169,1
340765409708087,Ryszard Madziar,Ryszard Madziar,164,10
335107452998,"InPost - Paczkomat, Kurier","InPost - Paczkomat, Kurier",155,4
276860619087002,Sylwester Tułajew,Sylwester Tułajew,153,2
194585893914848,Fundacja Rozwoju Demokracji Lokalnej,Fundacja Rozwoju Demokracji Lokalnej,153,4
105583924717593,Intel AB S.A.,These ads ran without a disclaimer,150,1
157458232131,Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,150,8
341803579195956,Dom Współpracy Polsko-Niemieckiej,Dom Współpracy Polsko-Niemieckiej,150,1
339810463063059,Conflict Of Nations : World War 3,These ads ran without a disclaimer,147,3
1500359650261089,Marcin Gołaszewski,Marcin Gołaszewski,146,6
1486073791690826,Arkadiusz Marchewka,Poseł na Sejm RP Arkadiusz Marchewka,142,4
199877710116314,Patryk Jaki,Patryk Jaki,140,2
314299585704,PAT&RUB,Ecoidea Sp z oo Sp.k.,139,1
137358556439286,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,136,4
434225653303734,Fundusze Europejskie dla Mazowsza,Agencja Reklamowa DSK Sp z o.o.,127,5
228366267271894,Warsaw Enterprise Institute,Fundacja Warsaw Enterprise Institute,126,1
312204349288060,Mariusz Gosek,Mariusz Gosek,124,4
514735281965536,Demagog,Stowarzyszenie Demagog,117,6
1490825114573569,Anna Ewa Cicholska,Anna Ewa Cicholska,117,3
174123027189,Instytut Spraw Publicznych,Fundacja Instytut Spraw Publicznych,116,3
1425264934431305,Polski Instytut Księgowości,Polski Instytut Księgowości,116,14
300745193630,Fundacja Pro - Prawo do Życia,Fundacja Pro – Prawo do życia,113,8
267686749910602,Piotr Müller,Piotr Müller,111,5
336438736394843,Wydawnictwo AGORA,Wydawnictwo AGORA,109,6
107009549338936,Uniwersytet WSB Merito Chorzów  - wcześniej Wyższa Szkoła Bankowa,Uniwersytet WSB Merito Chorzów  - wcześniej Wyższa Szkoła Bankowa,106,1
286672948180163,Tomasz Trela,Poseł Tomasz Trela,105,1
371359310400318,Janusz Kowalski,Janusz Kowalski,104,4
198196133533089,Polska Misja Medyczna / Polish Medical Mission,Polska Misja Medyczna / Polish Medical Mission,103,8
102190222345818,Kancelaria ds. Obywatelskich,Kancelaria ds. Obywatelskich,≤100,6
2320275388297228,Marcin Romanowski,Marcin Romanowski,≤100,1
255100403945,Polityka,Polityka,≤100,6
662892093824152,Fundacja Małych Stópek,Fundacja Małych Stópek,≤100,1
256314858405394,Paweł Olszewski,Paweł Olszewski,≤100,3
297486841148102,Ius Memoriae - Prawo Pamięci,Ius Memoriae,≤100,19
1528030200840040,Muzeum Ziemi Wiśnickiej w Nowym Wiśniczu,Muzeum Ziemi Wiśnickiej w Nowym Wiśniczu,≤100,1
1486690634950930,Jerzy Wrębiak - Burmistrz Brzegu,Jerzy Wrębiak - Burmistrz Brzegu,≤100,2
1181684038602267,Niepodległa,"BIURO PROGRAMU ""NIEPODLEGŁA""",≤100,12
1437227889827328,Fundacja Dobrych Inicjatyw,Fundacja Dobrych Inicjatyw,≤100,5
505864632777215,Tygodnik Lisickiego,Orle Pióro sp. z o.o.,≤100,3
1659680027600979,Bydgoski Budżet Obywatelski,bydgoszcz.pl,≤100,2
228724270507632,Podlaska Fundacja Rozwoju Regionalnego,Podlaska Fundacja Rozwoju Regionalnego,≤100,1
934704640017108,PKN ORLEN,PKN ORLEN S.A.,≤100,1
