Location name,Amount spent (CAD)
Alberta,15487
British Columbia,11500
Manitoba,3262
New Brunswick,1938
Newfoundland and Labrador,1101
Northwest Territories,162
Nova Scotia,1703
Nunavut,195
Ontario,26408
Prince Edward Island,323
Quebec,14646
Saskatchewan,1855
Unknown,≤100
Yukon,242
